Date,Region,Active Shipments,Completed Shipments,Returned Shipments
2024/2/6,Shanghai,148,249,35
2024/2/6,Shenzhen,103,217,86
2024/2/6,Sichuan,154,324,21
2024/2/6,Yunnan,94,222,21
2024/2/6,Zhejiang,75,147,32
2024/2/7,Anhui,71,221,25
2024/2/7,Beijing,57,175,44
2024/2/7,Chongqing,153,286,44
2024/2/7,Fujian,44,106,30
2024/2/7,Guangdong,151,274,12
2024/2/7,Guangxi,39,103,19
2024/2/7,Heilongjiang,124,287,66
2024/2/7,Henan,30,57,-4
2024/2/7,Hubei,28,40,6
2024/2/7,Hunan,43,88,38
2024/2/7,Jiangsu,113,229,97
2024/2/7,Jilin,113,226,112
2024/2/7,Liaoning,17,33,4
2024/2/7,Shaanxi,100,268,48
2024/2/7,Shandong,16,41,24
2024/2/7,Shanghai,87,154,20
2024/2/7,Shenzhen,98,149,37
2024/2/7,Sichuan,51,160,41
2024/2/7,Yunnan,165,229,50
2024/2/7,Zhejiang,150,242,-15
2024/2/8,Anhui,67,122,36
2024/2/8,Beijing,137,244,-16
2024/2/8,Chongqing,105,283,30
2024/2/8,Fujian,70,105,31
2024/2/8,Guangdong,107,268,41
2024/2/8,Guangxi,51,91,13
2024/2/8,Heilongjiang,165,274,-16
2024/2/8,Henan,108,325,65
2024/2/8,Hubei,64,160,11
2024/2/8,Hunan,112,230,28
2024/2/8,Jiangsu,69,225,30
2024/2/8,Jilin,79,172,38
2024/2/8,Liaoning,120,277,88
2024/2/8,Shaanxi,129,243,87
2024/2/8,Shandong,35,98,38
2024/2/8,Shanghai,61,169,44
2024/2/8,Shenzhen,123,234,65
2024/2/8,Sichuan,34,65,14
2024/2/8,Yunnan,144,287,5
2024/2/8,Zhejiang,103,202,57
2024/2/9,Anhui,125,240,79
2024/2/9,Beijing,143,271,-20
2024/2/9,Chongqing,30,76,4
2024/2/9,Fujian,77,202,12
2024/2/9,Guangdong,114,190,24
2024/2/9,Guangxi,67,134,21
2024/2/9,Heilongjiang,64,201,38
2024/2/9,Henan,61,186,30
2024/2/9,Hubei,161,247,33
2024/2/9,Hunan,125,232,31
2024/2/9,Jiangsu,115,224,87
2024/2/9,Jilin,129,304,11
2024/2/9,Liaoning,12,37,6
2024/2/9,Shaanxi,31,65,3
2024/2/9,Shandong,108,262,56
2024/2/9,Shanghai,123,181,50
2024/2/9,Shenzhen,174,304,-7
2024/2/9,Sichuan,26,66,20
2024/2/9,Yunnan,117,191,37
2024/2/9,Zhejiang,80,153,28
2024/2/10,Anhui,53,126,28
2024/2/10,Beijing,123,242,33
2024/2/10,Chongqing,114,193,22
2024/2/10,Fujian,178,322,-39
2024/2/10,Guangdong,145,254,10
2024/2/10,Guangxi,93,127,21
2024/2/10,Heilongjiang,89,136,2
2024/2/10,Henan,24,46,6
2024/2/10,Hubei,48,113,50
2024/2/10,Hunan,83,119,35
2024/2/10,Jiangsu,21,44,20
2024/2/10,Jilin,32,63,-1
2024/2/10,Liaoning,104,227,103
2024/2/10,Shaanxi,116,278,10
2024/2/10,Shandong,55,113,4
2024/2/10,Shanghai,124,209,36
2024/2/10,Shenzhen,57,191,27
2024/2/10,Sichuan,103,192,-6
2024/2/10,Yunnan,58,104,18
2024/2/10,Zhejiang,125,269,22
2024/2/11,Anhui,105,154,33
2024/2/11,Beijing,81,161,38
2024/2/11,Chongqing,152,265,24
2024/2/11,Fujian,162,265,55
2024/2/11,Guangdong,60,91,20
2024/2/11,Guangxi,26,57,17
2024/2/11,Heilongjiang,123,215,25
2024/2/11,Henan,135,325,9
2024/2/11,Hubei,155,299,23
2024/2/11,Hunan,45,93,17
2024/2/11,Jiangsu,184,296,-16
2024/2/11,Jilin,92,157,5
2024/2/11,Liaoning,70,113,32
2024/2/11,Shaanxi,30,63,32
2024/2/11,Shandong,116,214,17
2024/2/11,Shanghai,131,191,7
2024/2/11,Shenzhen,21,46,13
2024/2/11,Sichuan,103,288,30
2024/2/11,Yunnan,32,65,27
2024/2/11,Zhejiang,41,104,32
2024/2/12,Anhui,31,49,2
2024/2/12,Beijing,103,147,18
2024/2/12,Chongqing,41,54,8
2024/2/12,Fujian,22,55,29
2024/2/12,Guangdong,118,292,53
2024/2/12,Guangxi,54,101,-1
2024/2/12,Heilongjiang,44,64,15
2024/2/12,Henan,122,268,40
2024/2/12,Hubei,33,82,12
2024/2/12,Hunan,82,201,38
2024/2/12,Jiangsu,41,113,25
2024/2/12,Jilin,42,74,12
2024/2/12,Liaoning,141,271,2
2024/2/12,Shaanxi,126,232,8
2024/2/12,Shandong,112,157,16
2024/2/12,Shanghai,135,217,10
2024/2/12,Shenzhen,118,234,109
2024/2/12,Sichuan,21,33,11
2024/2/12,Yunnan,34,85,26
2024/2/12,Zhejiang,62,123,1
2024/2/13,Anhui,34,77,33
2024/2/13,Beijing,68,232,42
2024/2/13,Chongqing,73,192,89
2024/2/13,Fujian,136,221,48
2024/2/13,Guangdong,58,120,-5
2024/2/13,Guangxi,155,284,58
2024/2/13,Heilongjiang,133,313,43
2024/2/13,Henan,23,80,12
2024/2/13,Hubei,45,61,10
2024/2/13,Hunan,29,50,0
2024/2/13,Jiangsu,14,28,8
2024/2/13,Jilin,76,247,54
2024/2/13,Liaoning,99,216,13
2024/2/13,Shaanxi,112,243,78
2024/2/13,Shandong,118,203,16
2024/2/13,Shanghai,29,78,19
2024/2/13,Shenzhen,93,252,94
2024/2/13,Sichuan,179,288,28
2024/2/13,Yunnan,83,136,23
2024/2/13,Zhejiang,145,299,50
2024/2/14,Anhui,84,223,104
2024/2/14,Beijing,97,211,62
2024/2/14,Chongqing,36,67,-4
2024/2/14,Fujian,194,249,50
2024/2/14,Guangdong,10,34,9
2024/2/14,Guangxi,75,216,62
2024/2/14,Heilongjiang,124,223,-8
2024/2/14,Henan,16,37,14
2024/2/14,Hubei,75,124,-11
2024/2/14,Hunan,101,204,84
2024/2/14,Jiangsu,79,118,15
2024/2/14,Jilin,113,165,36
2024/2/14,Liaoning,85,154,34
2024/2/14,Shaanxi,71,120,18
2024/2/14,Shandong,26,37,4
2024/2/14,Shanghai,39,70,10
2024/2/14,Shenzhen,100,225,64
2024/2/14,Sichuan,38,112,14
2024/2/14,Yunnan,106,181,33
2024/2/14,Zhejiang,64,164,10
2024/2/15,Anhui,72,181,7
2024/2/15,Beijing,88,148,-13
2024/2/15,Chongqing,90,157,-17
2024/2/15,Fujian,21,40,9
2024/2/15,Guangdong,80,125,9
2024/2/15,Guangxi,66,111,6
2024/2/15,Heilongjiang,111,200,38
2024/2/15,Henan,19,49,10
2024/2/15,Hubei,32,105,23
2024/2/15,Hunan,165,293,19
2024/2/15,Jiangsu,95,200,59
2024/2/15,Jilin,35,61,1
2024/2/15,Liaoning,22,72,16
2024/2/15,Shaanxi,31,80,26
2024/2/15,Shandong,52,116,14
2024/2/15,Shanghai,105,271,45
2024/2/15,Shenzhen,31,65,6
2024/2/15,Sichuan,46,69,4
2024/2/15,Yunnan,42,93,45
2024/2/15,Zhejiang,138,183,30
2024/2/16,Anhui,83,169,86
2024/2/16,Beijing,50,150,19
2024/2/16,Chongqing,105,207,85
2024/2/16,Fujian,92,195,52
2024/2/16,Guangdong,132,273,5
2024/2/16,Guangxi,61,187,59
2024/2/16,Heilongjiang,112,198,-24
2024/2/16,Henan,114,220,-2
2024/2/16,Hubei,118,238,82
2024/2/16,Hunan,59,110,-4
2024/2/16,Jiangsu,56,99,38
2024/2/16,Jilin,104,303,73
2024/2/16,Liaoning,140,222,69
2024/2/16,Shaanxi,79,255,33
2024/2/16,Shandong,68,169,41
2024/2/16,Shanghai,46,88,10
2024/2/16,Shenzhen,99,220,-4
2024/2/16,Sichuan,18,53,12
2024/2/16,Yunnan,73,225,32
2024/2/16,Zhejiang,59,135,66
2024/2/17,Anhui,178,337,-29
2024/2/17,Beijing,124,195,67
2024/2/17,Chongqing,106,297,94
2024/2/17,Fujian,24,45,13
2024/2/17,Guangdong,20,61,21
2024/2/17,Guangxi,66,150,48
2024/2/17,Heilongjiang,68,94,24
2024/2/17,Henan,83,164,8
2024/2/17,Hubei,47,134,54
2024/2/17,Hunan,100,229,5
2024/2/17,Jiangsu,88,184,44
2024/2/17,Jilin,30,72,41
2024/2/17,Liaoning,114,233,65
2024/2/17,Shaanxi,12,33,6
2024/2/17,Shandong,105,162,27
2024/2/17,Shanghai,114,227,24
2024/2/17,Shenzhen,38,61,5
2024/2/17,Sichuan,20,54,4
2024/2/17,Yunnan,12,29,12
2024/2/17,Zhejiang,123,193,0
2024/2/18,Anhui,100,252,95
2024/2/18,Beijing,11,27,14
2024/2/18,Chongqing,46,106,2
2024/2/18,Fujian,69,192,58
2024/2/18,Guangdong,78,168,0
2024/2/18,Guangxi,68,102,7
2024/2/18,Heilongjiang,36,63,13
2024/2/18,Henan,89,151,20
2024/2/18,Hubei,102,159,5
2024/2/18,Hunan,85,170,-3
2024/2/18,Jiangsu,142,247,103
2024/2/18,Jilin,61,199,31
2024/2/18,Liaoning,90,143,26
2024/2/18,Shaanxi,91,267,75
2024/2/18,Shandong,135,343,19
2024/2/18,Shanghai,83,174,0
2024/2/18,Shenzhen,71,140,43
2024/2/18,Sichuan,23,52,21
2024/2/18,Yunnan,142,307,38
2024/2/18,Zhejiang,68,152,26
2024/2/19,Anhui,93,209,54
2024/2/19,Beijing,73,145,-2
2024/2/19,Chongqing,14,28,9
2024/2/19,Fujian,147,250,5
2024/2/19,Guangdong,57,144,26
2024/2/19,Guangxi,138,285,8
2024/2/19,Heilongjiang,41,66,-1
2024/2/19,Henan,52,119,64
2024/2/19,Hubei,93,227,6
2024/2/19,Hunan,102,181,33
2024/2/19,Jiangsu,94,177,78
2024/2/19,Jilin,104,278,22
2024/2/19,Liaoning,61,171,34
2024/2/19,Shaanxi,21,30,5
2024/2/19,Shandong,47,104,16
2024/2/19,Shanghai,23,60,19
2024/2/19,Shenzhen,96,188,4
2024/2/19,Sichuan,83,205,62
2024/2/19,Yunnan,58,127,19
2024/2/19,Zhejiang,55,131,52
2024/2/20,Anhui,81,142,5
2024/2/20,Beijing,14,31,7
2024/2/20,Chongqing,108,240,45
2024/2/20,Fujian,20,42,20
2024/2/20,Guangdong,80,223,30
2024/2/20,Guangxi,32,66,21
2024/2/20,Heilongjiang,48,122,28
2024/2/20,Henan,118,250,46
2024/2/20,Hubei,122,191,31
2024/2/20,Hunan,21,37,1
2024/2/20,Jiangsu,52,73,10
2024/2/20,Jilin,118,278,94
2024/2/20,Liaoning,174,281,27
2024/2/20,Shaanxi,14,38,17
2024/2/20,Shandong,22,41,-4
2024/2/20,Shanghai,104,226,120
2024/2/20,Shenzhen,84,150,21
2024/2/20,Sichuan,128,187,55
2024/2/20,Yunnan,46,120,61
2024/2/20,Zhejiang,107,250,6
2024/2/21,Anhui,52,94,11
2024/2/21,Beijing,88,247,76
2024/2/21,Chongqing,108,303,32
2024/2/21,Fujian,29,49,10
2024/2/21,Guangdong,132,207,-3
2024/2/21,Guangxi,42,82,36
2024/2/21,Heilongjiang,86,223,66
2024/2/21,Henan,35,80,38
2024/2/21,Hubei,93,239,83
2024/2/21,Hunan,69,102,13
2024/2/21,Jiangsu,26,45,-2
2024/2/21,Jilin,33,97,22
2024/2/21,Liaoning,146,283,-3
2024/2/21,Shaanxi,38,69,18
2024/2/21,Shandong,37,106,20
2024/2/21,Shanghai,13,39,16
2024/2/21,Shenzhen,132,248,30
2024/2/21,Sichuan,133,284,56
2024/2/21,Yunnan,20,37,15
2024/2/21,Zhejiang,90,162,17
2024/2/22,Anhui,35,99,22
2024/2/22,Beijing,79,164,14
2024/2/22,Chongqing,22,51,25
2024/2/22,Fujian,89,207,5
2024/2/22,Guangdong,46,81,31
2024/2/22,Guangxi,86,213,49
2024/2/22,Heilongjiang,16,51,12
2024/2/22,Henan,40,120,32
2024/2/22,Hubei,146,252,12
2024/2/22,Hunan,29,78,28
2024/2/22,Jiangsu,93,189,14
2024/2/22,Jilin,138,217,58
2024/2/22,Liaoning,90,161,-4
2024/2/22,Shaanxi,42,75,25
2024/2/22,Shandong,58,94,17
2024/2/22,Shanghai,30,41,9
2024/2/22,Shenzhen,57,107,7
2024/2/22,Sichuan,55,139,12
2024/2/22,Yunnan,69,140,-4
2024/2/22,Zhejiang,119,239,-1
2024/2/23,Anhui,31,101,15
2024/2/23,Beijing,108,248,66
2024/2/23,Chongqing,93,188,28
2024/2/23,Fujian,111,272,27
2024/2/23,Guangdong,100,199,4
2024/2/23,Guangxi,135,240,98
2024/2/23,Heilongjiang,141,234,69
2024/2/23,Henan,87,262,45
2024/2/23,Hubei,93,237,116
2024/2/23,Hunan,111,225,60
2024/2/23,Jiangsu,73,184,55
2024/2/23,Jilin,130,250,90
2024/2/23,Liaoning,182,275,21
2024/2/23,Shaanxi,32,51,10
2024/2/23,Shandong,91,156,-18
2024/2/23,Shanghai,107,222,-7
2024/2/23,Shenzhen,36,72,17
2024/2/23,Sichuan,20,41,15
2024/2/23,Yunnan,26,47,0
2024/2/23,Zhejiang,150,324,9
2024/2/24,Anhui,60,136,6
2024/2/24,Beijing,152,261,25
2024/2/24,Chongqing,55,147,9
2024/2/24,Fujian,41,77,18
2024/2/24,Guangdong,65,168,47
2024/2/24,Guangxi,143,296,28
2024/2/24,Heilongjiang,36,59,9
2024/2/24,Henan,92,236,121
2024/2/24,Hubei,137,210,55
2024/2/24,Hunan,119,256,-5
2024/2/24,Jiangsu,83,236,58
2024/2/24,Jilin,96,191,27
2024/2/24,Liaoning,160,260,51
2024/2/24,Shaanxi,93,165,-7
2024/2/24,Shandong,69,174,54
2024/2/24,Shanghai,125,197,39
2024/2/24,Shenzhen,64,152,6
2024/2/24,Sichuan,136,272,57
2024/2/24,Yunnan,112,176,-1
2024/2/24,Zhejiang,125,182,32
2024/2/25,Anhui,142,336,8
2024/2/25,Beijing,83,195,29
2024/2/25,Chongqing,152,290,-14
2024/2/25,Fujian,82,221,37
2024/2/25,Guangdong,138,317,16
2024/2/25,Guangxi,74,162,19
2024/2/25,Heilongjiang,115,201,6
2024/2/25,Henan,136,224,29
2024/2/25,Hubei,41,94,19
2024/2/25,Hunan,74,106,9
2024/2/25,Jiangsu,103,203,13
2024/2/25,Jilin,47,110,8
2024/2/25,Liaoning,69,141,-6
2024/2/25,Shaanxi,101,239,51
2024/2/25,Shandong,114,194,-2
2024/2/25,Shanghai,85,170,28
2024/2/25,Shenzhen,35,57,14
2024/2/25,Sichuan,90,150,43
2024/2/25,Yunnan,30,61,15
2024/2/25,Zhejiang,102,182,9
2024/2/26,Anhui,125,227,62
2024/2/26,Beijing,89,132,29
2024/2/26,Chongqing,131,240,86
2024/2/26,Fujian,92,182,41
2024/2/26,Guangdong,53,134,56
2024/2/26,Guangxi,132,303,50
2024/2/26,Heilongjiang,105,143,25
2024/2/26,Henan,118,212,4
2024/2/26,Hubei,127,189,9
2024/2/26,Hunan,73,153,22
2024/2/26,Jiangsu,27,62,35
2024/2/26,Jilin,65,165,47
2024/2/26,Liaoning,156,274,39
2024/2/26,Shaanxi,90,220,28
2024/2/26,Shandong,108,233,53
2024/2/26,Shanghai,92,151,24
2024/2/26,Shenzhen,39,103,42
2024/2/26,Sichuan,79,124,10
2024/2/26,Yunnan,22,41,1
2024/2/26,Zhejiang,76,144,47
2024/2/27,Anhui,108,201,-9
2024/2/27,Beijing,95,297,67
2024/2/27,Chongqing,109,193,-25
2024/2/27,Fujian,125,180,10
2024/2/27,Guangdong,20,44,1
2024/2/27,Guangxi,152,263,35
2024/2/27,Heilongjiang,13,35,8
2024/2/27,Henan,61,89,16
2024/2/27,Hubei,134,302,43
2024/2/27,Hunan,111,214,-16
2024/2/27,Jiangsu,113,252,2
2024/2/27,Jilin,61,119,23
2024/2/27,Liaoning,96,142,41
2024/2/27,Shaanxi,42,56,12
2024/2/27,Shandong,46,72,19
2024/2/27,Shanghai,48,83,11
2024/2/27,Shenzhen,13,34,19
2024/2/27,Sichuan,51,127,15
2024/2/27,Yunnan,120,200,-7
2024/2/27,Zhejiang,98,148,41
2024/2/28,Anhui,124,216,3
2024/2/28,Beijing,100,302,54
2024/2/28,Chongqing,120,282,76
2024/2/28,Fujian,83,217,17
2024/2/28,Guangdong,78,124,7
2024/2/28,Guangxi,46,90,38
2024/2/28,Heilongjiang,29,68,20
2024/2/28,Henan,184,326,-27
2024/2/28,Hubei,45,89,21
2024/2/28,Hunan,107,192,57
2024/2/28,Jiangsu,62,90,15
2024/2/28,Jilin,137,218,80
2024/2/28,Liaoning,76,115,6
2024/2/28,Shaanxi,128,239,14
2024/2/28,Shandong,93,173,-15
2024/2/28,Shanghai,104,245,121
2024/2/28,Shenzhen,19,53,11
2024/2/28,Sichuan,108,264,83
2024/2/28,Yunnan,56,97,5
2024/2/28,Zhejiang,43,99,14
2024/3/1,Anhui,39,88,8
2024/3/1,Beijing,50,64,13
2024/3/1,Chongqing,64,84,15
2024/3/1,Fujian,49,138,14
2024/3/1,Guangdong,47,123,16
2024/3/1,Guangxi,23,37,1
2024/3/1,Heilongjiang,119,183,27
2024/3/1,Henan,75,173,42
2024/3/1,Hubei,164,252,61
2024/3/1,Hunan,86,152,30
2024/3/1,Jiangsu,73,183,38
2024/3/1,Jilin,181,293,-2
2024/3/1,Liaoning,37,84,34
2024/3/1,Shaanxi,137,260,44
2024/3/1,Shandong,139,273,7
2024/3/1,Shanghai,167,245,23
2024/3/1,Shenzhen,166,248,21
2024/3/1,Sichuan,108,277,55
2024/3/1,Yunnan,106,204,51
2024/3/1,Zhejiang,69,113,-6
2024/3/2,Anhui,51,87,2
2024/3/2,Beijing,161,307,20
2024/3/2,Chongqing,76,165,62
2024/3/2,Fujian,175,264,41
2024/3/2,Guangdong,94,185,88
2024/3/2,Guangxi,127,214,21
2024/3/2,Heilongjiang,62,125,44
2024/3/2,Henan,59,109,32
2024/3/2,Hubei,43,76,-5
2024/3/2,Hunan,23,52,15
2024/3/2,Jiangsu,84,259,44
2024/3/2,Jilin,96,160,10
2024/3/2,Liaoning,29,67,6
2024/3/2,Shaanxi,14,30,10
2024/3/2,Shandong,90,134,43
2024/3/2,Shanghai,20,52,11
2024/3/2,Shenzhen,85,164,49
2024/3/2,Sichuan,80,116,22
2024/3/2,Yunnan,69,199,46
2024/3/2,Zhejiang,97,205,71
2024/3/3,Anhui,103,269,38
2024/3/3,Beijing,94,180,83
2024/3/3,Chongqing,112,226,113
2024/3/3,Fujian,28,71,20
2024/3/3,Guangdong,115,277,71
2024/3/3,Guangxi,83,208,125
2024/3/3,Heilongjiang,169,247,45
2024/3/3,Henan,35,68,11
2024/3/3,Hubei,73,173,25
2024/3/3,Hunan,102,194,30
2024/3/3,Jiangsu,106,243,35
2024/3/3,Jilin,159,237,32
2024/3/3,Liaoning,94,172,49
2024/3/3,Shaanxi,10,32,8
2024/3/3,Shandong,27,58,23
2024/3/3,Shanghai,39,87,9
2024/3/3,Shenzhen,29,78,26
2024/3/3,Sichuan,100,208,2
2024/3/3,Yunnan,146,257,84
2024/3/3,Zhejiang,33,75,18
2024/3/4,Anhui,22,36,8
2024/3/4,Beijing,13,35,8
2024/3/4,Chongqing,75,147,54
2024/3/4,Fujian,106,261,43
2024/3/4,Guangdong,114,239,60
2024/3/4,Guangxi,62,148,62
2024/3/4,Heilongjiang,59,86,22
2024/3/4,Henan,129,274,87
2024/3/4,Hubei,175,260,10
2024/3/4,Hunan,71,132,35
2024/3/4,Jiangsu,102,189,26
2024/3/4,Jilin,82,139,20
2024/3/4,Liaoning,21,38,18
2024/3/4,Shaanxi,86,168,59
2024/3/4,Shandong,92,203,12
2024/3/4,Shanghai,70,120,-7
2024/3/4,Shenzhen,162,298,-9
2024/3/4,Sichuan,112,204,-11
2024/3/4,Yunnan,64,129,25
2024/3/4,Zhejiang,112,227,7
2024/3/5,Anhui,165,272,23
2024/3/5,Beijing,47,88,-8
2024/3/5,Chongqing,146,247,74
2024/3/5,Fujian,111,181,-8
2024/3/5,Guangdong,108,195,20
2024/3/5,Guangxi,24,58,29
2024/3/5,Heilongjiang,75,211,57
2024/3/5,Henan,138,289,48
2024/3/5,Hubei,75,111,33
2024/3/5,Hunan,84,188,57
2024/3/5,Jiangsu,56,78,11
2024/3/5,Jilin,79,148,-3
2024/3/5,Liaoning,97,234,24
2024/3/5,Shaanxi,75,138,47
2024/3/5,Shandong,99,201,24
2024/3/5,Shanghai,87,157,8
2024/3/5,Shenzhen,66,115,6
2024/3/5,Sichuan,66,131,7
2024/3/5,Yunnan,111,220,22
2024/3/5,Zhejiang,84,119,26
2024/3/6,Anhui,58,164,69
2024/3/6,Beijing,186,260,30
2024/3/6,Chongqing,27,84,11
2024/3/6,Fujian,34,80,13
2024/3/6,Guangdong,122,193,24
2024/3/6,Guangxi,159,271,29
2024/3/6,Heilongjiang,140,286,33
2024/3/6,Henan,111,159,40
2024/3/6,Hubei,21,37,1
2024/3/6,Hunan,89,200,73
2024/3/6,Jiangsu,122,227,10
2024/3/6,Jilin,94,161,38
2024/3/6,Liaoning,133,296,22
2024/3/6,Shaanxi,138,277,11
2024/3/6,Shandong,59,106,10
2024/3/6,Shanghai,53,96,-3
2024/3/6,Shenzhen,35,57,2
2024/3/6,Sichuan,25,68,9
2024/3/6,Yunnan,24,61,10
2024/3/6,Zhejiang,58,91,30
2024/3/7,Anhui,93,268,77
2024/3/7,Beijing,88,168,-12
2024/3/7,Chongqing,31,62,27
2024/3/7,Fujian,49,81,-4
2024/3/7,Guangdong,121,294,55
2024/3/7,Guangxi,146,283,15
2024/3/7,Heilongjiang,19,29,5
2024/3/7,Henan,42,100,11
2024/3/7,Hubei,163,232,37
2024/3/7,Hunan,45,74,-3
2024/3/7,Jiangsu,49,111,41
2024/3/7,Jilin,50,109,9
2024/3/7,Liaoning,107,190,-20
2024/3/7,Shaanxi,173,236,57
2024/3/7,Shandong,122,201,-1
2024/3/7,Shanghai,36,52,13
2024/3/7,Shenzhen,170,300,-3
2024/3/7,Sichuan,86,178,20
2024/3/7,Yunnan,36,55,8
2024/3/7,Zhejiang,149,244,54
2024/3/8,Anhui,16,33,8
2024/3/8,Beijing,168,223,32
2024/3/8,Chongqing,137,272,14
2024/3/8,Fujian,114,317,26
2024/3/8,Guangdong,86,142,9
2024/3/8,Guangxi,102,212,75
2024/3/8,Heilongjiang,178,304,-21
2024/3/8,Henan,123,206,-13
2024/3/8,Hubei,23,52,16
2024/3/8,Hunan,91,265,51
2024/3/8,Jiangsu,42,99,33
2024/3/8,Jilin,110,179,15
2024/3/8,Liaoning,37,81,8
2024/3/8,Shaanxi,50,153,39
2024/3/8,Shandong,90,163,21
2024/3/8,Shanghai,69,127,50
2024/3/8,Shenzhen,133,221,49
2024/3/8,Sichuan,38,101,17
2024/3/8,Yunnan,76,117,3
2024/3/8,Zhejiang,55,104,4
2024/3/9,Anhui,67,156,88
2024/3/9,Beijing,27,66,8
2024/3/9,Chongqing,111,228,94
2024/3/9,Fujian,83,147,4
2024/3/9,Guangdong,12,29,11
2024/3/9,Guangxi,67,115,35
2024/3/9,Heilongjiang,65,147,15
2024/3/9,Henan,73,109,14
2024/3/9,Hubei,32,74,8
2024/3/9,Hunan,57,127,3
2024/3/9,Jiangsu,76,208,79
2024/3/9,Jilin,29,62,4
2024/3/9,Liaoning,125,279,15
2024/3/9,Shaanxi,17,43,21
2024/3/9,Shandong,93,180,56
2024/3/9,Shanghai,47,89,14
2024/3/9,Shenzhen,160,293,22
2024/3/9,Sichuan,87,222,62
2024/3/9,Yunnan,96,161,29
2024/3/9,Zhejiang,23,38,6
2024/3/10,Anhui,155,245,13
2024/3/10,Beijing,79,208,83
2024/3/10,Chongqing,69,166,8
2024/3/10,Fujian,36,118,19
2024/3/10,Guangdong,179,337,-22
2024/3/10,Guangxi,109,182,41
2024/3/10,Heilongjiang,108,233,44
2024/3/10,Henan,123,205,81
2024/3/10,Hubei,85,201,30
2024/3/10,Hunan,59,101,-2
2024/3/10,Jiangsu,68,137,12
2024/3/10,Jilin,51,86,15
2024/3/10,Liaoning,86,262,36
2024/3/10,Shaanxi,47,121,6
2024/3/10,Shandong,19,52,9
2024/3/10,Shanghai,68,124,16
2024/3/10,Shenzhen,138,230,51
2024/3/10,Sichuan,116,189,48
2024/3/10,Yunnan,38,82,19
2024/3/10,Zhejiang,96,196,12
2024/3/11,Anhui,35,71,2
2024/3/11,Beijing,25,53,2
2024/3/11,Chongqing,39,77,3
2024/3/11,Fujian,76,131,44
2024/3/11,Guangdong,178,296,13
2024/3/11,Guangxi,45,93,22
2024/3/11,Heilongjiang,89,158,12
2024/3/11,Henan,40,74,6
2024/3/11,Hubei,96,136,10
2024/3/11,Hunan,30,74,36
2024/3/11,Jiangsu,159,315,-14
2024/3/11,Jilin,32,48,1
2024/3/11,Liaoning,20,37,11
2024/3/11,Shaanxi,157,272,15
2024/3/11,Shandong,56,86,9
2024/3/11,Shanghai,34,68,26
2024/3/11,Shenzhen,61,127,20
2024/3/11,Sichuan,83,181,85
2024/3/11,Yunnan,112,274,11
2024/3/11,Zhejiang,19,44,12
2024/3/12,Anhui,39,127,24
2024/3/12,Beijing,171,321,5
2024/3/12,Chongqing,29,56,-2
2024/3/12,Fujian,106,247,40
2024/3/12,Guangdong,120,201,41
2024/3/12,Guangxi,153,231,61
2024/3/12,Heilongjiang,53,79,6
2024/3/12,Henan,93,196,19
2024/3/12,Hubei,99,217,116
2024/3/12,Hunan,43,65,8
2024/3/12,Jiangsu,152,251,90
2024/3/12,Jilin,118,275,53
2024/3/12,Liaoning,91,244,60
2024/3/12,Shaanxi,41,70,26
2024/3/12,Shandong,34,58,20
2024/3/12,Shanghai,63,151,74
2024/3/12,Shenzhen,75,120,8
2024/3/12,Sichuan,119,277,92
2024/3/12,Yunnan,66,152,38
2024/3/12,Zhejiang,91,157,28
2024/3/13,Anhui,169,237,40
2024/3/13,Beijing,32,76,17
2024/3/13,Chongqing,93,186,46
2024/3/13,Fujian,18,29,8
2024/3/13,Guangdong,63,157,40
2024/3/13,Guangxi,62,146,75
2024/3/13,Heilongjiang,31,92,16
2024/3/13,Henan,101,288,27
2024/3/13,Hubei,26,78,26
2024/3/13,Hunan,31,73,40
2024/3/13,Jiangsu,106,257,120
2024/3/13,Jilin,59,109,22
2024/3/13,Liaoning,102,249,109
2024/3/13,Shaanxi,30,87,17
2024/3/13,Shandong,73,122,7
2024/3/13,Shanghai,97,167,64
2024/3/13,Shenzhen,29,48,14
2024/3/13,Sichuan,107,200,23
2024/3/13,Yunnan,35,63,17
2024/3/13,Zhejiang,108,300,45
2024/3/14,Anhui,31,54,22
2024/3/14,Beijing,82,120,34
2024/3/14,Chongqing,24,51,11
2024/3/14,Fujian,126,233,-10
2024/3/14,Guangdong,44,75,4
2024/3/14,Guangxi,45,76,-6
2024/3/14,Heilongjiang,91,127,36
2024/3/14,Henan,81,129,6
2024/3/14,Hubei,43,93,39
2024/3/14,Hunan,146,286,29
2024/3/14,Jiangsu,105,181,38
2024/3/14,Jilin,18,45,11
2024/3/14,Liaoning,63,126,-4
2024/3/14,Shaanxi,55,143,17
2024/3/14,Shandong,113,213,71
2024/3/14,Shanghai,107,307,74
2024/3/14,Shenzhen,36,78,11
2024/3/14,Sichuan,110,255,66
2024/3/14,Yunnan,90,194,18
2024/3/14,Zhejiang,98,293,49
2024/3/15,Anhui,31,71,19
2024/3/15,Beijing,138,255,65
2024/3/15,Chongqing,56,150,10
2024/3/15,Fujian,51,88,0
2024/3/15,Guangdong,75,168,58
2024/3/15,Guangxi,86,132,21
2024/3/15,Heilongjiang,64,155,46
2024/3/15,Henan,25,52,4
2024/3/15,Hubei,73,136,-13
2024/3/15,Hunan,64,143,32
2024/3/15,Jiangsu,62,91,23
2024/3/15,Jilin,134,321,22
