Date,Region,Lead Time (Days)
2024/5/3,Shenzhen,9.098587732184901
2024/5/4,Shenzhen,3.30330037169729
2024/5/5,Shenzhen,4.757494584360956
2024/5/6,Shenzhen,3.264622945230494
2024/5/7,Shenzhen,4.711317418276584
2024/5/8,Shenzhen,2.482622667456419
2024/5/9,Shenzhen,8.952845785033581
2024/5/10,Shenzhen,5.189752911728758
2024/5/11,Shenzhen,7.541457142053735
2024/5/12,Shenzhen,8.252425466242231
2024/5/13,Shenzhen,6.094258872601718
2024/5/14,Shenzhen,9.083208278781747
2024/5/15,Shenzhen,5.896800672274494
2024/5/16,Shenzhen,9.655632828074872
2024/5/17,Shenzhen,4.385254420628259
2024/5/18,Shenzhen,6.462648035476495
2024/5/19,Shenzhen,8.264938696486526
2024/5/20,Shenzhen,4.35356866768708
2024/5/21,Shenzhen,9.255337018878922
2024/5/22,Shenzhen,4.265487579726323
2024/5/23,Shenzhen,9.449466207075638
2024/5/24,Shenzhen,8.046404809432744
2024/5/25,Shenzhen,6.555107613337527
2024/5/26,Shenzhen,9.80763780811863
2024/5/27,Shenzhen,6.643155146537006
2024/5/28,Shenzhen,2.342569325765015
2024/5/29,Shenzhen,6.051354214097443
2024/5/30,Shenzhen,5.6745102833514585
2024/5/31,Shenzhen,4.041977778476817
2024/6/1,Shenzhen,6.90077157056492
2024/6/2,Shenzhen,3.803583064792466
2024/6/3,Shenzhen,8.444074213708756
2024/6/4,Shenzhen,5.088342292527343
2024/6/5,Shenzhen,6.316722884578007
2024/6/6,Shenzhen,4.125493231905475
2024/6/7,Shenzhen,9.554702465206802
2024/6/8,Shenzhen,8.754389605210667
2024/6/9,Shenzhen,7.537381512235202
2024/6/10,Shenzhen,5.124218425626785
2024/6/11,Shenzhen,9.150646957491986
2024/6/12,Shenzhen,7.70701357843708
2024/6/13,Shenzhen,7.698732775889755
2024/6/14,Shenzhen,2.333901821320681
2024/6/15,Shenzhen,5.952188045433259
2024/6/16,Shenzhen,4.487503331055334
2024/6/17,Shenzhen,5.00016442001947
2024/6/18,Shenzhen,6.80389865836944
2024/6/19,Shenzhen,7.494280429944115
2024/6/20,Shenzhen,4.606902008367427
2024/6/21,Shenzhen,3.565812860737692
2024/6/22,Shenzhen,7.573034138730088
2024/6/23,Shenzhen,3.774113202255106
2024/6/24,Shenzhen,7.769168207256269
2024/6/25,Shenzhen,9.949569203106115
2024/6/26,Shenzhen,6.264942148691986
2024/6/27,Shenzhen,2.8522100123238125
2024/6/28,Shenzhen,4.454866502527837
2024/6/29,Shenzhen,4.81528018260495
2024/1/1,Zhejiang,2.95708545885698
2024/1/2,Zhejiang,5.285004955879718
2024/1/3,Zhejiang,2.13257233371238
2024/1/4,Zhejiang,6.784199503406193
2024/1/5,Zhejiang,8.214129996758082
2024/1/6,Zhejiang,5.662019476019312
2024/1/7,Zhejiang,3.0009838863859946
2024/1/8,Zhejiang,4.156572570750158
2024/1/9,Zhejiang,5.427955409094209
2024/1/10,Zhejiang,8.358666131889349
2024/1/11,Zhejiang,7.578265089742815
2024/1/12,Zhejiang,9.349366031226399
2024/1/13,Zhejiang,5.5083117499779455
2024/1/14,Zhejiang,4.781638568559425
2024/1/15,Zhejiang,5.6070424259337805
2024/1/16,Zhejiang,2.9221542640518186
2024/1/17,Zhejiang,6.237864122682573
2024/1/18,Zhejiang,2.850525268584117
2024/1/19,Zhejiang,2.6898412101200497
2024/1/20,Zhejiang,3.51858310461445
2024/1/21,Zhejiang,9.780598942764877
2024/1/22,Zhejiang,5.0926482268449735
2024/1/23,Zhejiang,7.219036483403164
2024/1/24,Zhejiang,2.416848039245596
2024/1/25,Zhejiang,7.887996996961327
2024/1/26,Zhejiang,5.144017775738539
2024/1/27,Zhejiang,5.25924588785738
2024/1/28,Zhejiang,3.1852620336719504
2024/1/29,Zhejiang,8.477125120975144
2024/1/30,Zhejiang,7.0223573733028966
2024/1/31,Zhejiang,7.187662469204096
2024/2/1,Zhejiang,7.844017199227913
2024/2/2,Zhejiang,7.890701764853503
2024/2/3,Zhejiang,6.530310159770117
2024/2/4,Zhejiang,9.279382379751592
2024/2/5,Zhejiang,8.006200659557443
2024/2/6,Zhejiang,2.9273361551461745
2024/2/7,Zhejiang,4.398049364114314
2024/2/8,Zhejiang,5.1489907837113975
2024/2/9,Zhejiang,7.274821956531342
2024/2/10,Zhejiang,6.205538950247477
2024/2/11,Zhejiang,4.62169346289989
2024/2/12,Zhejiang,7.246386067623244
2024/2/13,Zhejiang,2.099637466787952
2024/2/14,Zhejiang,5.732482166437328
2024/2/15,Zhejiang,4.135969861576973
2024/2/16,Zhejiang,4.786275202869773
2024/2/17,Zhejiang,9.155675938110365
2024/2/18,Zhejiang,5.900641674675035
2024/2/19,Zhejiang,9.452010406232056
2024/2/20,Zhejiang,5.738894559641455
2024/2/21,Zhejiang,4.44466671494719
2024/2/22,Zhejiang,8.642325714970614
2024/2/23,Zhejiang,3.406946772197646
2024/2/24,Zhejiang,7.664794922426021
2024/2/25,Zhejiang,7.150756587358708
2024/2/26,Zhejiang,8.143564271092407
2024/2/27,Zhejiang,4.235921198173081
2024/2/28,Zhejiang,2.167864903741207
2024/3/1,Zhejiang,3.046341220866468
2024/3/2,Zhejiang,2.8764374813662164
2024/3/3,Zhejiang,6.14066230958239
2024/3/4,Zhejiang,3.942959853594669
2024/3/5,Zhejiang,9.822581619376619
2024/3/6,Zhejiang,7.090903599501026
2024/3/7,Zhejiang,7.79085238169785
2024/3/8,Zhejiang,7.290381414123205
2024/3/9,Zhejiang,7.815896395380504
2024/3/10,Zhejiang,3.1586335912919115
2024/3/11,Zhejiang,3.2550283732692833
2024/3/12,Zhejiang,8.435671600643019
2024/3/13,Zhejiang,2.080502296303947
2024/3/14,Zhejiang,4.809953882088567
2024/3/15,Zhejiang,8.382699053256344
2024/3/16,Zhejiang,3.783024425714263
2024/3/17,Zhejiang,8.83112778113547
2024/3/18,Zhejiang,6.674520662668335
2024/3/19,Zhejiang,5.137277923156369
2024/3/20,Zhejiang,2.8844706799858555
2024/3/21,Zhejiang,4.733062473229786
2024/3/22,Zhejiang,5.7360680943802835
2024/3/23,Zhejiang,7.699254683181135
2024/3/24,Zhejiang,7.403504215864277
2024/3/25,Zhejiang,8.087442282112814
2024/3/26,Zhejiang,9.428804741967515
2024/3/27,Zhejiang,8.380284244728344
2024/3/28,Zhejiang,8.374621748823106
2024/3/29,Zhejiang,8.71434160505122
2024/3/30,Zhejiang,5.340050540169241
2024/3/31,Zhejiang,6.609738084183335
2024/4/1,Zhejiang,3.8353344665508935
2024/4/2,Zhejiang,9.59424807832287
2024/4/3,Zhejiang,5.605373634322238
2024/4/4,Zhejiang,9.215283700379018
2024/4/5,Zhejiang,3.547449711384683
2024/4/6,Zhejiang,3.331925934938199
2024/4/7,Zhejiang,2.6641450795843555
2024/4/8,Zhejiang,8.127471303803379
2024/4/9,Zhejiang,3.4882953965133456
2024/4/10,Zhejiang,3.4842183313434
2024/4/11,Zhejiang,9.138220552040885
2024/4/12,Zhejiang,7.863944014471683
2024/4/13,Zhejiang,8.313157964355664
2024/4/14,Zhejiang,8.326585540564238
2024/4/15,Zhejiang,5.396656485825387
2024/4/16,Zhejiang,4.941506450726165
2024/4/17,Zhejiang,9.971810667927915
2024/4/18,Zhejiang,8.905533865450455
2024/4/19,Zhejiang,6.971174565966619
2024/4/20,Zhejiang,2.7613848713104607
2024/4/21,Zhejiang,9.225673967429731
2024/4/22,Zhejiang,3.3404232009285417
2024/4/23,Zhejiang,3.975106654514522
2024/4/24,Zhejiang,7.280048266370262
2024/4/25,Zhejiang,5.704228239885437
2024/4/26,Zhejiang,5.556913106420269
2024/4/27,Zhejiang,6.934233525315959
2024/4/28,Zhejiang,2.475777092577962
2024/4/29,Zhejiang,6.802806229018137
2024/4/30,Zhejiang,6.995459815229842
2024/5/1,Zhejiang,3.9718089843092104
2024/5/2,Zhejiang,8.366092404280728
2024/5/3,Zhejiang,5.393119040230124
2024/5/4,Zhejiang,4.107481401633978
2024/5/5,Zhejiang,4.0100670347253695
2024/5/6,Zhejiang,9.235560125017452
2024/5/7,Zhejiang,6.083760454655946
2024/5/8,Zhejiang,2.1964997787776896
2024/5/9,Zhejiang,8.43881647684546
2024/5/10,Zhejiang,3.5071347595708957
2024/5/11,Zhejiang,8.131391858503829
2024/5/12,Zhejiang,5.757930657192003
2024/5/13,Zhejiang,9.36766710685746
2024/5/14,Zhejiang,3.175181346143538
2024/5/15,Zhejiang,5.371708188029459
2024/5/16,Zhejiang,5.462803874309372
2024/5/17,Zhejiang,2.8332498790039224
2024/5/18,Zhejiang,3.8620199047183723
2024/5/19,Zhejiang,5.841899973993919
2024/5/20,Zhejiang,5.698966075469839
2024/5/21,Zhejiang,8.967210094632652
2024/5/22,Zhejiang,6.315496218253322
2024/5/23,Zhejiang,4.695451944221986
2024/5/24,Zhejiang,4.197290159627704
2024/5/25,Zhejiang,7.34901992299527
2024/5/26,Zhejiang,4.255389435856096
2024/5/27,Zhejiang,5.744722265990681
2024/5/28,Zhejiang,8.09554240510144
2024/5/29,Zhejiang,3.2964301174827266
2024/5/30,Zhejiang,9.62513247225947
2024/5/31,Zhejiang,6.187646479091978
2024/6/1,Zhejiang,2.9847459926698203
2024/6/2,Zhejiang,4.507846714528502
2024/6/3,Zhejiang,7.282802198232088
2024/6/4,Zhejiang,6.431571741301342
2024/6/5,Zhejiang,9.73304880903449
2024/6/6,Zhejiang,7.652123210775819
2024/6/7,Zhejiang,9.865946760032163
2024/6/8,Zhejiang,4.360689433659851
2024/6/9,Zhejiang,5.1960553147293815
2024/6/10,Zhejiang,8.576806603223755
2024/6/11,Zhejiang,6.005966367617873
2024/6/12,Zhejiang,9.857248209986643
2024/6/13,Zhejiang,2.4046870138884673
2024/6/14,Zhejiang,7.823282862358195
2024/6/15,Zhejiang,6.85628745044418
2024/6/16,Zhejiang,6.763786588774366
2024/6/17,Zhejiang,2.6723585326018657
2024/6/18,Zhejiang,5.01351856235207
2024/6/19,Zhejiang,5.53417015160876
2024/6/20,Zhejiang,3.4149494778718843
2024/6/21,Zhejiang,7.233414544029015
2024/6/22,Zhejiang,9.382597137313013
2024/6/23,Zhejiang,6.920758539579172
2024/6/24,Zhejiang,7.4090540276003445
2024/6/25,Zhejiang,2.2042227137672095
2024/6/26,Zhejiang,4.5686953246289255
2024/6/27,Zhejiang,8.188691602841477
2024/6/28,Zhejiang,7.779444592021704
2024/6/29,Zhejiang,7.835077365388064
2024/1/1,Jiangsu,2.1705806686819704
2024/1/2,Jiangsu,5.486834790614273
2024/1/3,Jiangsu,8.005534308192136
2024/1/4,Jiangsu,4.383851916370816
2024/1/5,Jiangsu,6.111155213595526
2024/1/6,Jiangsu,8.50323715542498
2024/1/7,Jiangsu,8.713632371197367
2024/1/8,Jiangsu,3.7603424620032637
2024/1/9,Jiangsu,3.919690375930034
2024/1/10,Jiangsu,3.060899023305443
2024/1/11,Jiangsu,6.031467066761354
2024/1/12,Jiangsu,5.284981640895846
2024/1/13,Jiangsu,3.339866467616904
2024/1/14,Jiangsu,3.4906906378004106
2024/1/15,Jiangsu,7.691344932950081
2024/1/16,Jiangsu,3.4760298439625803
2024/1/17,Jiangsu,2.863013223300986
2024/1/18,Jiangsu,6.32042635038961
2024/1/19,Jiangsu,9.403236911009497
2024/1/20,Jiangsu,7.603819930922805
2024/1/21,Jiangsu,8.220613121722014
2024/1/22,Jiangsu,9.977797773793267
2024/1/23,Jiangsu,3.3869684071115156
2024/1/24,Jiangsu,5.338747158849043
2024/1/25,Jiangsu,7.389417089981792
2024/1/26,Jiangsu,9.551434844539745
2024/1/27,Jiangsu,7.134475569797654
2024/1/28,Jiangsu,6.581505246594584
2024/1/29,Jiangsu,6.918147677690197
2024/1/30,Jiangsu,2.3406112539134236
2024/1/31,Jiangsu,5.505933716284047
2024/2/1,Jiangsu,4.988264561037883
2024/2/2,Jiangsu,8.861795484668825
2024/2/3,Jiangsu,5.228796235867038
2024/2/4,Jiangsu,2.4477753478786735
2024/2/5,Jiangsu,2.984938848629244
2024/2/6,Jiangsu,4.333556209537521
2024/2/7,Jiangsu,7.824464094619962
2024/2/8,Jiangsu,3.455191579074553
2024/2/9,Jiangsu,3.009763270021126
2024/2/10,Jiangsu,8.513190489181406
2024/2/11,Jiangsu,6.938419150887398
2024/2/12,Jiangsu,9.632107426321355
2024/2/13,Jiangsu,3.093628364763834
2024/2/14,Jiangsu,4.1408114867318035
2024/2/15,Jiangsu,2.370869936153098
2024/2/16,Jiangsu,6.889531427415465
2024/2/17,Jiangsu,8.759167828809119
2024/2/18,Jiangsu,5.794592385706538
2024/2/19,Jiangsu,4.876444534308171
2024/2/20,Jiangsu,9.758025144509777
2024/2/21,Jiangsu,5.9505097224760695
2024/2/22,Jiangsu,7.212763334648891
2024/2/23,Jiangsu,7.4054339688490325
2024/2/24,Jiangsu,9.74069180382914
2024/2/25,Jiangsu,8.518892808746028
2024/2/26,Jiangsu,4.576667215397052
2024/2/27,Jiangsu,8.626915412169748
2024/2/28,Jiangsu,7.5394873337718
2024/3/1,Jiangsu,7.523155523183609
2024/3/2,Jiangsu,5.7566278851212
2024/3/3,Jiangsu,7.353567526768031
2024/3/4,Jiangsu,8.18563879882817
2024/3/5,Jiangsu,3.8178264726645548
2024/3/6,Jiangsu,2.9457367399137695
2024/3/7,Jiangsu,7.645593662017359
2024/3/8,Jiangsu,9.213274313848265
2024/3/9,Jiangsu,9.49889002608273
2024/3/10,Jiangsu,6.073467633792682
2024/3/11,Jiangsu,5.369415616242065
2024/3/12,Jiangsu,7.21087025927263
2024/3/13,Jiangsu,3.2301295802693293
2024/3/14,Jiangsu,8.234305194428764
2024/3/15,Jiangsu,3.120954982469593
2024/3/16,Jiangsu,6.116175173630905
2024/3/17,Jiangsu,8.644899738840781
2024/3/18,Jiangsu,5.513961674098845
2024/3/19,Jiangsu,6.022651564455174
2024/3/20,Jiangsu,2.7103501582795015
2024/3/21,Jiangsu,4.324072020649971
2024/3/22,Jiangsu,5.8407300678791705
2024/3/23,Jiangsu,4.270102879557221
2024/3/24,Jiangsu,2.2101541384617347
2024/3/25,Jiangsu,2.0404951575870864
2024/3/26,Jiangsu,4.941698971214478
2024/3/27,Jiangsu,5.420698887527453
2024/3/28,Jiangsu,9.419018253252148
2024/3/29,Jiangsu,4.36544734139295
2024/3/30,Jiangsu,2.40821820262685
2024/3/31,Jiangsu,7.406717180460728
2024/4/1,Jiangsu,9.446218514904622
2024/4/2,Jiangsu,7.644278640006795
2024/4/3,Jiangsu,9.65371860642869
2024/4/4,Jiangsu,2.59471557645304
2024/4/5,Jiangsu,9.799371704100382
2024/4/6,Jiangsu,9.50265044538763
2024/4/7,Jiangsu,2.6502964773177515
2024/4/8,Jiangsu,8.066545491194438
2024/4/9,Jiangsu,5.1863928172561975
2024/4/10,Jiangsu,6.8233855574227436
2024/4/11,Jiangsu,8.514090036058782
2024/4/12,Jiangsu,9.604916900574532
2024/4/13,Jiangsu,2.4841471698881783
2024/4/14,Jiangsu,7.570288741172307
2024/4/15,Jiangsu,2.597926351516387
2024/4/16,Jiangsu,5.135729643999432
2024/4/17,Jiangsu,6.681258947982902
2024/4/18,Jiangsu,9.130970025274786
2024/4/19,Jiangsu,3.138408079680122
2024/4/20,Jiangsu,6.997849471865719
2024/4/21,Jiangsu,5.51804395142058
2024/4/22,Jiangsu,3.8616445741418026
2024/4/23,Jiangsu,2.0988569109779167
2024/4/24,Jiangsu,3.9923400039043386
2024/4/25,Jiangsu,6.0984422280347275
2024/4/26,Jiangsu,5.653145572621515
2024/4/27,Jiangsu,9.434329578488114
2024/4/28,Jiangsu,9.959483608704435
2024/4/29,Jiangsu,5.029618289182617
2024/4/30,Jiangsu,9.933053288808267
2024/5/1,Jiangsu,4.442837095144525
2024/5/2,Jiangsu,2.5425255693232245
2024/5/3,Jiangsu,9.106860031702283
2024/5/4,Jiangsu,8.736899685273515
2024/5/5,Jiangsu,4.540601461379802
2024/5/6,Jiangsu,4.358944530101931
2024/5/7,Jiangsu,3.308112961039633
2024/5/8,Jiangsu,3.6983656761096695
2024/5/9,Jiangsu,5.201741056238747
2024/5/10,Jiangsu,5.048558422980351
2024/5/11,Jiangsu,2.49395209052775
2024/5/12,Jiangsu,7.921614065219157
2024/5/13,Jiangsu,2.8150618338458244
2024/5/14,Jiangsu,6.180970061808492
2024/5/15,Jiangsu,7.708905842732513
2024/5/16,Jiangsu,3.5969155993024167
2024/5/17,Jiangsu,5.56820854633017
2024/5/18,Jiangsu,5.81132424925146
2024/5/19,Jiangsu,7.965411289249782
2024/5/20,Jiangsu,9.642610274258603
2024/5/21,Jiangsu,7.987052072969888
2024/5/22,Jiangsu,7.786638211338555
2024/5/23,Jiangsu,6.553523458047524
2024/5/24,Jiangsu,3.1211692846537966
2024/5/25,Jiangsu,2.784082065716066
2024/5/26,Jiangsu,7.194248614249524
2024/5/27,Jiangsu,5.355980002664506
2024/5/28,Jiangsu,3.592068976855793
2024/5/29,Jiangsu,4.639715607857914
2024/5/30,Jiangsu,9.563792467051833
2024/5/31,Jiangsu,7.455237724528738
2024/6/1,Jiangsu,2.9846814520891582
2024/6/2,Jiangsu,5.093848429440243
2024/6/3,Jiangsu,3.580185087095372
2024/6/4,Jiangsu,9.753370241997702
2024/6/5,Jiangsu,4.428708873207431
2024/6/6,Jiangsu,5.199941740439331
2024/6/7,Jiangsu,8.337753672813506
2024/6/8,Jiangsu,5.96097965555821
2024/6/9,Jiangsu,4.519796886006904
2024/6/10,Jiangsu,7.586104473073218
2024/6/11,Jiangsu,2.383132035291319
2024/6/12,Jiangsu,9.5724100219566
2024/6/13,Jiangsu,5.330280684532555
2024/6/14,Jiangsu,9.21290604042877
2024/6/15,Jiangsu,4.7145067656775845
2024/6/16,Jiangsu,9.59145016121748
2024/6/17,Jiangsu,5.805891946295226
2024/6/18,Jiangsu,5.100523590155781
2024/6/19,Jiangsu,5.128536545352084
2024/6/20,Jiangsu,9.84447202720796
2024/6/21,Jiangsu,2.0761013285556187
2024/6/22,Jiangsu,4.858615799859399
2024/6/23,Jiangsu,4.703431022171922
2024/6/24,Jiangsu,8.663598722098419
2024/6/25,Jiangsu,6.342553271193844
2024/6/26,Jiangsu,5.4708153856215525
2024/6/27,Jiangsu,7.91063153043244
2024/6/28,Jiangsu,7.758938213543542
2024/6/29,Jiangsu,7.483114040196322
2024/1/1,Sichuan,5.8243569605820165
2024/1/2,Sichuan,3.914086775378622
2024/1/3,Sichuan,3.893480732775955
2024/1/4,Sichuan,5.449931135216587
2024/1/5,Sichuan,8.228171082769224
2024/1/6,Sichuan,3.8872316381574574
2024/1/7,Sichuan,2.945609135803025
2024/1/8,Sichuan,8.374979806184637
2024/1/9,Sichuan,8.17579665328776
2024/1/10,Sichuan,2.3671514525806954
2024/1/11,Sichuan,6.626977155982403
2024/1/12,Sichuan,5.1711821566945035
2024/1/13,Sichuan,3.66730003375259
2024/1/14,Sichuan,6.45564635749301
2024/1/15,Sichuan,7.501798843648616
2024/1/16,Sichuan,8.436873360644462
2024/1/17,Sichuan,6.454595533709487
2024/1/18,Sichuan,2.343717542487356
2024/1/19,Sichuan,4.923926643113472
2024/1/20,Sichuan,4.429125267421178
2024/1/21,Sichuan,6.379242419725853
2024/1/22,Sichuan,8.089551711889388
2024/1/23,Sichuan,4.304530481119367
2024/1/24,Sichuan,7.8819331152217025
2024/1/25,Sichuan,2.910183607381584
2024/1/26,Sichuan,6.391948177777165
2024/1/27,Sichuan,5.501762626650869
2024/1/28,Sichuan,6.809276988072115
2024/1/29,Sichuan,4.411924281190909
2024/1/30,Sichuan,5.688405872284228
2024/1/31,Sichuan,2.947420036702492
2024/2/1,Sichuan,4.142485967315679
2024/2/2,Sichuan,2.240756671064285
2024/2/3,Sichuan,9.553528490720565
2024/2/4,Sichuan,8.798056241175994
2024/2/5,Sichuan,3.660768888981492
2024/2/6,Sichuan,9.816502312201653
2024/2/7,Sichuan,3.622087360183828
2024/2/8,Sichuan,8.339094615156402
2024/2/9,Sichuan,3.2486252546289336
2024/2/10,Sichuan,7.05779545363014
2024/2/11,Sichuan,3.442152456511473
2024/2/12,Sichuan,2.926278449707114
2024/2/13,Sichuan,6.161372698767342
2024/2/14,Sichuan,8.454998154103862
2024/2/15,Sichuan,3.46589037987561
2024/2/16,Sichuan,9.251847173773214
2024/2/17,Sichuan,4.084879763755343
2024/2/18,Sichuan,4.169338679250547
2024/2/19,Sichuan,9.890923159427775
2024/2/20,Sichuan,5.017833923985267
2024/2/21,Sichuan,7.115355548018145
2024/2/22,Sichuan,3.0457750000289545
2024/2/23,Sichuan,5.650389571085065
2024/2/24,Sichuan,4.374361787377622
2024/2/25,Sichuan,7.2183613953605725
2024/2/26,Sichuan,8.027503900537784
2024/2/27,Sichuan,8.842103200639443
2024/2/28,Sichuan,3.8638615209066103
2024/3/1,Sichuan,9.478473101905026
2024/3/2,Sichuan,6.234833046460176
2024/3/3,Sichuan,8.59328706488092
2024/3/4,Sichuan,7.101349912034475
2024/3/5,Sichuan,5.08637409157914
2024/3/6,Sichuan,4.490244269816375
2024/3/7,Sichuan,6.871656871371342
2024/3/8,Sichuan,7.112518026082542
2024/3/9,Sichuan,5.913825464259299
2024/3/10,Sichuan,6.7255730371991955
2024/3/11,Sichuan,8.500784049438696
2024/3/12,Sichuan,4.071416903898669
2024/3/13,Sichuan,5.972803475225095
2024/3/14,Sichuan,4.6423353648057555
2024/3/15,Sichuan,2.1976480930011526
2024/3/16,Sichuan,3.804160881916742
2024/3/17,Sichuan,6.296551509585973
2024/3/18,Sichuan,6.885276882673334
2024/3/19,Sichuan,5.374315486463462
2024/3/20,Sichuan,5.791728007780319
2024/3/21,Sichuan,8.11819535518029
2024/3/22,Sichuan,6.081767073776868
2024/3/23,Sichuan,8.594716735831051
2024/3/24,Sichuan,3.6129832703669553
2024/3/25,Sichuan,2.763296396961972
2024/3/26,Sichuan,9.976027509653466
2024/3/27,Sichuan,4.805529255401286
2024/3/28,Sichuan,7.748609152236158
2024/3/29,Sichuan,7.101502778972849
2024/3/30,Sichuan,2.702657035566518
2024/3/31,Sichuan,3.500745799759324
2024/4/1,Sichuan,6.4819551444720025
2024/4/2,Sichuan,2.9171086818574716
2024/4/3,Sichuan,8.507327765534544
2024/4/4,Sichuan,5.28023205752683
2024/4/5,Sichuan,4.974366392092343
2024/4/6,Sichuan,6.525480210211857
2024/4/7,Sichuan,7.732349720551019
2024/4/8,Sichuan,5.628681966230512
2024/4/9,Sichuan,5.174533414925961
2024/4/10,Sichuan,2.4487877225796497
2024/4/11,Sichuan,6.500008483882505
2024/4/12,Sichuan,9.77718842252588
2024/4/13,Sichuan,5.925164837945029
2024/4/14,Sichuan,4.249702523532077
2024/4/15,Sichuan,3.602722971141949
2024/4/16,Sichuan,2.6383070797140746
2024/4/17,Sichuan,4.687690591722886
2024/4/18,Sichuan,2.1956592986498755
2024/4/19,Sichuan,5.170527147667336
2024/4/20,Sichuan,6.393284436238264
2024/4/21,Sichuan,9.875731121290436
2024/4/22,Sichuan,7.284802939745449
2024/4/23,Sichuan,8.386935103593029
2024/4/24,Sichuan,8.804831937129876
2024/4/25,Sichuan,5.120674641495387
2024/4/26,Sichuan,4.883354757567896
2024/4/27,Sichuan,6.72920661801944
2024/4/28,Sichuan,9.280369436474249
2024/4/29,Sichuan,4.579142391360913
2024/4/30,Sichuan,8.307019398848547
2024/5/1,Sichuan,7.3013553562352165
2024/5/2,Sichuan,5.723482056711649
2024/5/3,Sichuan,8.803201777285196
2024/5/4,Sichuan,2.057127894963087
2024/5/5,Sichuan,3.74168064429929
2024/5/6,Sichuan,3.503513987335647
2024/5/7,Sichuan,2.5811797143690187
2024/5/8,Sichuan,7.660236072123562
2024/5/9,Sichuan,5.8866727740983835
2024/5/10,Sichuan,4.589024052977238
2024/5/11,Sichuan,9.07148247495864
2024/5/12,Sichuan,9.815428557350373
2024/5/13,Sichuan,2.9212686654409348
2024/5/14,Sichuan,7.353847577273242
2024/5/15,Sichuan,3.4257063071472578
2024/5/16,Sichuan,7.795572560911375
2024/5/17,Sichuan,3.760674344310786
2024/5/18,Sichuan,3.307701463715812
2024/5/19,Sichuan,2.18144315340212
2024/5/20,Sichuan,6.23288896582014
2024/5/21,Sichuan,6.348904660098812
2024/5/22,Sichuan,6.64052763484493
2024/5/23,Sichuan,5.137444999152017
2024/5/24,Sichuan,4.05251453611718
2024/5/25,Sichuan,7.76098573108039
2024/5/26,Sichuan,4.050266046611695
2024/5/27,Sichuan,8.198129731892621
2024/5/28,Sichuan,7.040642043724787
2024/5/29,Sichuan,8.44206890328805
2024/5/30,Sichuan,3.0577315679533994
2024/5/31,Sichuan,3.089694958798714
2024/6/1,Sichuan,4.279126088118934
2024/6/2,Sichuan,7.625988956483464
2024/6/3,Sichuan,5.385608884010859
2024/6/4,Sichuan,4.837310914330834
2024/6/5,Sichuan,3.1834576834030024
2024/6/6,Sichuan,8.94387830870034
2024/6/7,Sichuan,3.310173919184921
2024/6/8,Sichuan,9.84295777516802
2024/6/9,Sichuan,9.192563216892838
2024/6/10,Sichuan,6.682912014149037
2024/6/11,Sichuan,6.066679388270916
2024/6/12,Sichuan,3.6824747552859467
2024/6/13,Sichuan,8.25401944284014
2024/6/14,Sichuan,6.169726348760613
2024/6/15,Sichuan,8.317673022070668
2024/6/16,Sichuan,6.698102372257251
2024/6/17,Sichuan,8.054708459130666
2024/6/18,Sichuan,2.711187279033984
2024/6/19,Sichuan,3.4115867454272646
2024/6/20,Sichuan,7.676722682484068
2024/6/21,Sichuan,4.72408979970625
2024/6/22,Sichuan,8.753316094955654
2024/6/23,Sichuan,3.876796511787628
2024/6/24,Sichuan,4.824512534672384
2024/6/25,Sichuan,2.0100356653234046
2024/6/26,Sichuan,3.0443742156906426
2024/6/27,Sichuan,8.206986511684418
2024/6/28,Sichuan,5.159999510456014
2024/6/29,Sichuan,3.840484868766251
2024/1/1,Chongqing,5.096907822007795
2024/1/2,Chongqing,8.09029612062236
2024/1/3,Chongqing,5.045415422991858
2024/1/4,Chongqing,9.544825909945477
2024/1/5,Chongqing,9.394355375414088
2024/1/6,Chongqing,7.917874574920624
2024/1/7,Chongqing,2.822134857225219
2024/1/8,Chongqing,5.183330548461755
2024/1/9,Chongqing,6.667780138489228
2024/1/10,Chongqing,8.039449984585525
2024/1/11,Chongqing,3.8040011613007767
2024/1/12,Chongqing,4.442870936225787
2024/1/13,Chongqing,7.785391439025498
2024/1/14,Chongqing,7.877737485550853
2024/1/15,Chongqing,8.335167101534376
2024/1/16,Chongqing,7.5766089886064085
2024/1/17,Chongqing,3.738357729864439
2024/1/18,Chongqing,2.6104916627122776
2024/1/19,Chongqing,4.60847399621908
2024/1/20,Chongqing,2.8846386249940412
2024/1/21,Chongqing,8.7393383738351
2024/1/22,Chongqing,6.871278330426182
2024/1/23,Chongqing,9.933906103770918
2024/1/24,Chongqing,9.95938856121144
2024/1/25,Chongqing,6.7813551401754495
2024/1/26,Chongqing,4.556321417693528
2024/1/27,Chongqing,7.5295900727628595
2024/1/28,Chongqing,7.575329832197408
2024/1/29,Chongqing,3.498833471115205
2024/1/30,Chongqing,3.56137472736238
2024/1/31,Chongqing,3.8736058004185008
2024/2/1,Chongqing,6.569796971798748
2024/2/2,Chongqing,3.916277455135843
2024/2/3,Chongqing,6.241432010158125
2024/2/4,Chongqing,9.449350551351642
2024/2/5,Chongqing,8.855991856736964
2024/2/6,Chongqing,3.55222376136994
2024/2/7,Chongqing,3.1096062104763886
2024/2/8,Chongqing,5.194859293416757
2024/2/9,Chongqing,2.24677627916883
2024/2/10,Chongqing,9.998652901157572
2024/2/11,Chongqing,2.813306578899015
