Date,Region,Air Shipment Cost,Sea Shipment Cost,Rail Shipment Cost
2024/4/7,Shenzhen,3837,5897,7669
2024/4/8,Shenzhen,1275,9143,5463
2024/4/9,Shenzhen,2764,5931,1655
2024/4/10,Shenzhen,6371,3289,7118
2024/4/11,Shenzhen,5740,8744,1997
2024/4/12,Shenzhen,3907,3886,3165
2024/4/13,Shenzhen,1307,3668,4283
2024/4/14,Shenzhen,7730,9604,6905
2024/4/15,Shenzhen,3894,7114,4748
2024/4/16,Shenzhen,6601,3144,5338
2024/4/17,Shenzhen,2705,8717,3754
2024/4/18,Shenzhen,3547,8887,8053
2024/4/19,Shenzhen,6582,3166,1601
2024/4/20,Shenzhen,3363,7495,2784
2024/4/21,Shenzhen,1814,5096,2964
2024/4/22,Shenzhen,2725,4274,4446
2024/4/23,Shenzhen,2179,5594,5300
2024/4/24,Shenzhen,5887,9019,7024
2024/4/25,Shenzhen,3696,8993,3857
2024/4/26,Shenzhen,2799,4298,6814
2024/4/27,Shenzhen,1905,6534,7532
2024/4/28,Shenzhen,4013,8131,5227
2024/4/29,Shenzhen,7046,2456,6190
2024/4/30,Shenzhen,1808,8185,8855
2024/5/1,Shenzhen,1246,8748,5700
2024/5/2,Shenzhen,5259,3271,2555
2024/5/3,Shenzhen,7835,4299,7638
2024/5/4,Shenzhen,4321,6790,3210
2024/5/5,Shenzhen,3146,2683,6199
2024/5/6,Shenzhen,2645,4202,2022
2024/5/7,Shenzhen,5065,8039,5058
2024/5/8,Shenzhen,7239,8367,5917
2024/5/9,Shenzhen,1657,5584,3083
2024/5/10,Shenzhen,6669,9791,7888
2024/5/11,Shenzhen,3115,5466,4301
2024/5/12,Shenzhen,4358,9054,6146
2024/5/13,Shenzhen,4211,8522,3078
2024/5/14,Shenzhen,5593,3969,1954
2024/5/15,Shenzhen,6759,5933,3608
2024/5/16,Shenzhen,5707,2770,8755
2024/5/17,Shenzhen,5313,5192,1655
2024/5/18,Shenzhen,7711,4344,3607
2024/5/19,Shenzhen,3460,3948,7095
2024/5/20,Shenzhen,1469,9306,3743
2024/5/21,Shenzhen,6711,4482,1550
2024/5/22,Shenzhen,3056,6875,5579
2024/5/23,Shenzhen,6290,3982,6921
2024/5/24,Shenzhen,1930,9940,3843
2024/5/25,Shenzhen,4536,2236,7067
2024/5/26,Shenzhen,2295,8556,5100
2024/5/27,Shenzhen,2311,8469,5190
2024/5/28,Shenzhen,3264,9531,8566
2024/5/29,Shenzhen,1653,4488,7840
2024/5/30,Shenzhen,2098,5806,5790
2024/5/31,Shenzhen,3392,4770,1916
2024/6/1,Shenzhen,5269,8132,7950
2024/6/2,Shenzhen,6843,5716,4186
2024/6/3,Shenzhen,1687,8080,4222
2024/6/4,Shenzhen,4252,8386,4355
2024/6/5,Shenzhen,2970,9602,8904
2024/6/6,Shenzhen,2567,4930,8733
2024/6/7,Shenzhen,1062,6331,7302
2024/6/8,Shenzhen,4024,7988,5159
2024/6/9,Shenzhen,4990,5786,6927
2024/6/10,Shenzhen,1965,5938,2518
2024/6/11,Shenzhen,6906,8698,7288
2024/6/12,Shenzhen,2687,7651,8376
2024/6/13,Shenzhen,7139,2564,3880
2024/6/14,Shenzhen,7820,6510,2092
2024/6/15,Shenzhen,2226,8663,6031
2024/6/16,Shenzhen,4407,6483,3202
2024/6/17,Shenzhen,7103,4439,2123
2024/6/18,Shenzhen,7262,2273,5392
2024/6/19,Shenzhen,2747,7952,2019
2024/6/20,Shenzhen,5503,9276,8936
2024/6/21,Shenzhen,4266,8646,8588
2024/6/22,Shenzhen,6506,3297,1531
2024/6/23,Shenzhen,3461,6126,8450
2024/6/24,Shenzhen,1139,6649,7244
2024/6/25,Shenzhen,6708,3090,4734
2024/6/26,Shenzhen,1194,7071,7920
2024/6/27,Shenzhen,2262,8861,1710
2024/6/28,Shenzhen,4094,3584,1711
2024/6/29,Shenzhen,3374,4280,3592
2024/1/1,Zhejiang,3970,5316,7487
2024/1/2,Zhejiang,4638,2113,4268
2024/1/3,Zhejiang,2967,4458,2757
2024/1/4,Zhejiang,3222,9301,2313
2024/1/5,Zhejiang,1792,2223,7943
2024/1/6,Zhejiang,1195,5092,7512
2024/1/7,Zhejiang,5687,5256,8924
2024/1/8,Zhejiang,1129,8198,2397
2024/1/9,Zhejiang,2791,8225,3940
2024/1/10,Zhejiang,2501,4924,2792
2024/1/11,Zhejiang,6486,5405,7729
2024/1/12,Zhejiang,2008,7178,8389
2024/1/13,Zhejiang,5205,2778,8201
2024/1/14,Zhejiang,5421,5078,8682
2024/1/15,Zhejiang,6184,8287,6157
2024/1/16,Zhejiang,3786,8864,4499
2024/1/17,Zhejiang,7959,4777,5795
2024/1/18,Zhejiang,7539,2819,4220
2024/1/19,Zhejiang,7682,3617,4883
2024/1/20,Zhejiang,5506,7399,7332
2024/1/21,Zhejiang,7508,7056,7267
2024/1/22,Zhejiang,2193,8158,3197
2024/1/23,Zhejiang,1183,8005,1910
2024/1/24,Zhejiang,7950,9369,5697
2024/1/25,Zhejiang,1637,8634,6868
2024/1/26,Zhejiang,6128,5358,3434
2024/1/27,Zhejiang,4537,2095,7460
2024/1/28,Zhejiang,1497,3019,3740
2024/1/29,Zhejiang,1986,6939,4435
2024/1/30,Zhejiang,7598,7050,4558
2024/1/31,Zhejiang,1280,6215,7569
2024/2/1,Zhejiang,4965,5140,2911
2024/2/2,Zhejiang,2164,6470,3601
2024/2/3,Zhejiang,4180,6331,8827
2024/2/4,Zhejiang,3311,2082,8497
2024/2/5,Zhejiang,6108,4753,5398
2024/2/6,Zhejiang,4381,8383,4480
2024/2/7,Zhejiang,1153,7648,8934
2024/2/8,Zhejiang,1200,7165,6403
2024/2/9,Zhejiang,2447,3097,8685
2024/2/10,Zhejiang,7426,4378,4593
2024/2/11,Zhejiang,7556,7829,7168
2024/2/12,Zhejiang,6014,5359,5915
2024/2/13,Zhejiang,2138,4176,6002
2024/2/14,Zhejiang,7278,9067,5493
2024/2/15,Zhejiang,4597,3790,5125
2024/2/16,Zhejiang,7194,4609,2272
2024/2/17,Zhejiang,7210,4669,3452
2024/2/18,Zhejiang,4965,4362,7060
2024/2/19,Zhejiang,5571,3601,5673
2024/2/20,Zhejiang,5224,5354,8818
2024/2/21,Zhejiang,2747,7271,7859
2024/2/22,Zhejiang,6699,9430,3496
2024/2/23,Zhejiang,2380,3112,8346
2024/2/24,Zhejiang,5025,3291,3807
2024/2/25,Zhejiang,3432,3861,3915
2024/2/26,Zhejiang,2284,2161,7291
2024/2/27,Zhejiang,7872,6935,1846
2024/2/28,Zhejiang,2293,3875,2348
2024/3/1,Zhejiang,7025,3630,6728
2024/3/2,Zhejiang,4020,6456,3811
2024/3/3,Zhejiang,3691,2985,5365
2024/3/4,Zhejiang,4061,2936,3288
2024/3/5,Zhejiang,5107,5148,4752
2024/3/6,Zhejiang,3362,9883,3050
2024/3/7,Zhejiang,1167,4975,7675
2024/3/8,Zhejiang,2937,3454,4281
2024/3/9,Zhejiang,6169,5065,8442
2024/3/10,Zhejiang,2683,6267,5531
2024/3/11,Zhejiang,7914,3921,6058
2024/3/12,Zhejiang,4409,6274,3189
2024/3/13,Zhejiang,3873,6679,6466
2024/3/14,Zhejiang,5069,6929,4781
2024/3/15,Zhejiang,1328,4030,8895
2024/3/16,Zhejiang,1884,3386,7818
2024/3/17,Zhejiang,3406,7287,8792
2024/3/18,Zhejiang,4431,7374,2566
2024/3/19,Zhejiang,6343,9337,3624
2024/3/20,Zhejiang,1924,8310,2399
2024/3/21,Zhejiang,3095,2830,3848
2024/3/22,Zhejiang,1744,6758,3193
2024/3/23,Zhejiang,4599,7640,4229
2024/3/24,Zhejiang,4863,7398,5649
2024/3/25,Zhejiang,4462,2126,7646
2024/3/26,Zhejiang,1131,9485,3107
2024/3/27,Zhejiang,2151,9404,2033
2024/3/28,Zhejiang,1676,6666,8404
2024/3/29,Zhejiang,6566,9461,7233
2024/3/30,Zhejiang,6364,2434,7958
2024/3/31,Zhejiang,5096,4274,2185
2024/4/1,Zhejiang,3630,7978,5042
2024/4/2,Zhejiang,5082,7983,4859
2024/4/3,Zhejiang,2799,6526,6336
2024/4/4,Zhejiang,2746,8120,3361
2024/4/5,Zhejiang,1581,2955,8123
2024/4/6,Zhejiang,1726,2518,3628
2024/4/7,Zhejiang,2175,3686,5094
2024/4/8,Zhejiang,5850,7885,4156
2024/4/9,Zhejiang,3884,8011,4367
2024/4/10,Zhejiang,6090,8655,4600
2024/4/11,Zhejiang,2210,5978,4819
2024/4/12,Zhejiang,2042,3765,2691
2024/4/13,Zhejiang,6369,6450,3835
2024/4/14,Zhejiang,2938,6553,7969
2024/4/15,Zhejiang,5174,2447,1754
2024/4/16,Zhejiang,2801,3591,8589
2024/4/17,Zhejiang,2317,7583,3835
2024/4/18,Zhejiang,2107,7914,2458
2024/4/19,Zhejiang,3429,4794,8076
2024/4/20,Zhejiang,7593,7856,5512
2024/4/21,Zhejiang,7190,2929,7760
2024/4/22,Zhejiang,7727,5741,7676
2024/4/23,Zhejiang,6933,3905,1504
2024/4/24,Zhejiang,4537,9294,6988
2024/4/25,Zhejiang,6765,5640,4508
2024/4/26,Zhejiang,2707,4423,2779
2024/4/27,Zhejiang,7749,3226,2438
2024/4/28,Zhejiang,1084,4743,6595
2024/4/29,Zhejiang,3127,8664,3493
2024/4/30,Zhejiang,3241,3054,6520
2024/5/1,Zhejiang,4241,6069,4196
2024/5/2,Zhejiang,4778,4040,3914
2024/5/3,Zhejiang,7128,8032,3621
2024/5/4,Zhejiang,1753,9303,6678
2024/5/5,Zhejiang,5419,9543,1856
2024/5/6,Zhejiang,1138,9007,2400
2024/5/7,Zhejiang,7806,7294,2361
2024/5/8,Zhejiang,3145,5530,5454
2024/5/9,Zhejiang,3086,8095,7409
2024/5/10,Zhejiang,3796,7417,7034
2024/5/11,Zhejiang,7312,9370,1800
2024/5/12,Zhejiang,1975,7091,5647
2024/5/13,Zhejiang,7137,9469,5414
2024/5/14,Zhejiang,2880,5459,5318
2024/5/15,Zhejiang,4539,8691,8451
2024/5/16,Zhejiang,4371,5372,2947
2024/5/17,Zhejiang,1946,5038,7321
2024/5/18,Zhejiang,5116,8076,8031
2024/5/19,Zhejiang,4376,4725,5510
2024/5/20,Zhejiang,4749,5947,7524
2024/5/21,Zhejiang,2045,3988,8082
2024/5/22,Zhejiang,2809,5045,2920
2024/5/23,Zhejiang,1345,3638,5791
2024/5/24,Zhejiang,7718,6528,6532
2024/5/25,Zhejiang,4908,8360,2907
2024/5/26,Zhejiang,1491,2094,6226
2024/5/27,Zhejiang,2901,9313,6790
2024/5/28,Zhejiang,2193,2286,8904
2024/5/29,Zhejiang,4432,4585,6691
2024/5/30,Zhejiang,4308,7202,4221
2024/5/31,Zhejiang,3335,6456,4956
2024/6/1,Zhejiang,2923,5528,8812
2024/6/2,Zhejiang,5783,5784,7733
2024/6/3,Zhejiang,6817,8495,8581
2024/6/4,Zhejiang,5018,9291,1703
2024/6/5,Zhejiang,4253,8042,4423
2024/6/6,Zhejiang,2215,4758,2917
2024/6/7,Zhejiang,7841,8603,8699
2024/6/8,Zhejiang,4410,3100,8341
2024/6/9,Zhejiang,3997,5152,4836
2024/6/10,Zhejiang,3010,5099,5936
2024/6/11,Zhejiang,6260,8820,6994
2024/6/12,Zhejiang,5958,4195,7933
2024/6/13,Zhejiang,6301,4527,6250
2024/6/14,Zhejiang,4552,2549,3001
2024/6/15,Zhejiang,4017,8346,4825
2024/6/16,Zhejiang,7041,3432,7352
2024/6/17,Zhejiang,1250,4788,5279
2024/6/18,Zhejiang,7047,4710,8779
2024/6/19,Zhejiang,7007,5123,6372
2024/6/20,Zhejiang,3645,4299,7192
2024/6/21,Zhejiang,7222,8874,8837
2024/6/22,Zhejiang,1317,4178,6356
2024/6/23,Zhejiang,7248,5498,7994
2024/6/24,Zhejiang,4411,7634,2306
2024/6/25,Zhejiang,1412,2775,2869
2024/6/26,Zhejiang,7200,8156,6287
2024/6/27,Zhejiang,6941,5347,1722
2024/6/28,Zhejiang,1504,9430,6977
2024/6/29,Zhejiang,1207,2002,5001
2024/1/1,Jiangsu,2224,9643,3371
2024/1/2,Jiangsu,4531,2936,7573
2024/1/3,Jiangsu,1048,6181,1501
2024/1/4,Jiangsu,6370,2217,8487
2024/1/5,Jiangsu,6539,5802,5478
2024/1/6,Jiangsu,1340,9570,5558
2024/1/7,Jiangsu,6966,5402,7121
2024/1/8,Jiangsu,5430,2616,4810
2024/1/9,Jiangsu,6395,9039,6237
2024/1/10,Jiangsu,2073,9823,2894
2024/1/11,Jiangsu,4552,5983,6953
2024/1/12,Jiangsu,1455,8940,1605
2024/1/13,Jiangsu,2599,9330,2944
2024/1/14,Jiangsu,7310,8008,3203
2024/1/15,Jiangsu,6501,6576,5624
2024/1/16,Jiangsu,5666,2498,4736
2024/1/17,Jiangsu,4792,6138,7992
2024/1/18,Jiangsu,3877,2836,4395
2024/1/19,Jiangsu,5422,8649,5387
2024/1/20,Jiangsu,6810,6849,5051
2024/1/21,Jiangsu,3523,2304,4459
2024/1/22,Jiangsu,3692,4601,4794
2024/1/23,Jiangsu,4034,9603,2678
2024/1/24,Jiangsu,5882,8746,6981
2024/1/25,Jiangsu,5966,3206,3816
2024/1/26,Jiangsu,5706,9298,5253
2024/1/27,Jiangsu,2571,4026,7609
2024/1/28,Jiangsu,7099,2784,7427
2024/1/29,Jiangsu,7066,8593,2085
2024/1/30,Jiangsu,1445,5579,1764
2024/1/31,Jiangsu,6356,4655,8808
2024/2/1,Jiangsu,6364,8061,6857
2024/2/2,Jiangsu,3139,2312,7846
2024/2/3,Jiangsu,4132,8663,2093
2024/2/4,Jiangsu,5108,9919,5694
2024/2/5,Jiangsu,2887,7945,8739
2024/2/6,Jiangsu,5427,2138,8230
2024/2/7,Jiangsu,1884,9848,2515
2024/2/8,Jiangsu,4771,5559,1556
2024/2/9,Jiangsu,5145,8625,1916
2024/2/10,Jiangsu,1723,9616,4821
2024/2/11,Jiangsu,7899,8988,8277
2024/2/12,Jiangsu,5946,3129,8996
2024/2/13,Jiangsu,2319,4793,5726
2024/2/14,Jiangsu,5182,4123,2221
2024/2/15,Jiangsu,7802,3416,7795
2024/2/16,Jiangsu,3685,6606,7942
2024/2/17,Jiangsu,7548,6528,5911
2024/2/18,Jiangsu,2633,8696,5001
2024/2/19,Jiangsu,6110,2314,8967
2024/2/20,Jiangsu,1377,2863,3182
2024/2/21,Jiangsu,5759,5225,5123
2024/2/22,Jiangsu,6020,4663,6900
2024/2/23,Jiangsu,5102,2510,3669
2024/2/24,Jiangsu,3914,2816,3840
2024/2/25,Jiangsu,2038,3682,8757
2024/2/26,Jiangsu,4529,3335,8597
2024/2/27,Jiangsu,4152,5222,6406
2024/2/28,Jiangsu,3045,9531,2614
2024/3/1,Jiangsu,4724,9043,7284
2024/3/2,Jiangsu,1468,7085,3796
2024/3/3,Jiangsu,2237,6999,6555
2024/3/4,Jiangsu,1126,5635,7232
2024/3/5,Jiangsu,6739,8156,5590
2024/3/6,Jiangsu,3063,2147,4874
2024/3/7,Jiangsu,3233,3679,8976
2024/3/8,Jiangsu,1745,8945,2509
2024/3/9,Jiangsu,7035,2928,3328
2024/3/10,Jiangsu,4613,9452,5536
2024/3/11,Jiangsu,7161,2671,5474
2024/3/12,Jiangsu,5555,9348,7100
2024/3/13,Jiangsu,4039,4579,8465
2024/3/14,Jiangsu,3745,3661,7953
2024/3/15,Jiangsu,7968,4122,5582
2024/3/16,Jiangsu,2788,9663,1616
2024/3/17,Jiangsu,7554,9175,8825
2024/3/18,Jiangsu,1228,2717,8754
2024/3/19,Jiangsu,5924,5138,4749
2024/3/20,Jiangsu,5470,4358,3419
2024/3/21,Jiangsu,3208,5162,5251
2024/3/22,Jiangsu,3045,4310,2766
2024/3/23,Jiangsu,7886,3693,2210
2024/3/24,Jiangsu,5836,5779,2804
2024/3/25,Jiangsu,4806,4657,7449
2024/3/26,Jiangsu,3664,5204,4697
2024/3/27,Jiangsu,5714,9707,8320
2024/3/28,Jiangsu,6243,7322,6230
2024/3/29,Jiangsu,4330,2235,5991
2024/3/30,Jiangsu,6845,8872,8214
2024/3/31,Jiangsu,7416,7873,5175
2024/4/1,Jiangsu,2618,3333,4918
2024/4/2,Jiangsu,1679,7937,7357
2024/4/3,Jiangsu,5626,9163,1584
2024/4/4,Jiangsu,6388,5843,7035
2024/4/5,Jiangsu,1713,7169,3797
2024/4/6,Jiangsu,2322,8851,7354
2024/4/7,Jiangsu,6618,5284,1943
2024/4/8,Jiangsu,3248,7401,3580
2024/4/9,Jiangsu,1076,3493,7250
2024/4/10,Jiangsu,5056,6083,4529
2024/4/11,Jiangsu,1801,2082,5986
2024/4/12,Jiangsu,2117,9551,7553
2024/4/13,Jiangsu,2743,4335,6755
2024/4/14,Jiangsu,6702,7189,6437
2024/4/15,Jiangsu,1292,7446,4921
2024/4/16,Jiangsu,2872,4060,4563
2024/4/17,Jiangsu,2933,3568,7790
2024/4/18,Jiangsu,6859,7895,4976
2024/4/19,Jiangsu,5052,8784,2837
2024/4/20,Jiangsu,7006,7415,4344
2024/4/21,Jiangsu,4238,3648,6042
2024/4/22,Jiangsu,1480,5384,1919
2024/4/23,Jiangsu,1617,3658,6475
2024/4/24,Jiangsu,4897,7490,4416
2024/4/25,Jiangsu,2790,7813,8931
2024/4/26,Jiangsu,5368,2891,3398
2024/4/27,Jiangsu,7926,3493,4517
2024/4/28,Jiangsu,5694,7258,5876
2024/4/29,Jiangsu,7272,7223,8209
2024/4/30,Jiangsu,3220,7122,2596
2024/5/1,Jiangsu,4588,6310,1936
2024/5/2,Jiangsu,1825,5725,5451
2024/5/3,Jiangsu,6421,4181,5369
2024/5/4,Jiangsu,5416,6207,6158
2024/5/5,Jiangsu,1262,7050,5321
2024/5/6,Jiangsu,1489,5106,8697
2024/5/7,Jiangsu,1937,5211,2829
2024/5/8,Jiangsu,3136,4824,7441
2024/5/9,Jiangsu,3127,5331,6150
2024/5/10,Jiangsu,7694,5156,5744
2024/5/11,Jiangsu,3083,7626,5069
2024/5/12,Jiangsu,6880,3783,1888
2024/5/13,Jiangsu,1163,8948,4504
2024/5/14,Jiangsu,2898,5891,5559
2024/5/15,Jiangsu,5905,2914,6695
2024/5/16,Jiangsu,1469,7475,5864
2024/5/17,Jiangsu,7232,6415,7361
2024/5/18,Jiangsu,3724,3600,1762
2024/5/19,Jiangsu,1605,2017,3000
2024/5/20,Jiangsu,6898,7584,8724
2024/5/21,Jiangsu,2632,9469,3678
2024/5/22,Jiangsu,1101,5587,5771
2024/5/23,Jiangsu,6586,3836,4253
2024/5/24,Jiangsu,3170,2231,3836
2024/5/25,Jiangsu,4176,6024,2678
2024/5/26,Jiangsu,1424,9248,7993
2024/5/27,Jiangsu,2051,3729,6428
2024/5/28,Jiangsu,3417,4978,3599
2024/5/29,Jiangsu,5268,9640,1992
2024/5/30,Jiangsu,6305,8337,2371
2024/5/31,Jiangsu,4563,6532,2573
2024/6/1,Jiangsu,2006,5816,5824
2024/6/2,Jiangsu,5655,7648,8943
2024/6/3,Jiangsu,1039,2347,8633
2024/6/4,Jiangsu,4626,7038,5732
2024/6/5,Jiangsu,4434,9516,6254
2024/6/6,Jiangsu,7611,6030,2362
2024/6/7,Jiangsu,5620,7031,1788
2024/6/8,Jiangsu,3645,4330,7771
2024/6/9,Jiangsu,7009,3400,2094
2024/6/10,Jiangsu,2813,5323,3825
2024/6/11,Jiangsu,3878,9950,8643
2024/6/12,Jiangsu,5407,9988,5624
2024/6/13,Jiangsu,5464,2815,3189
2024/6/14,Jiangsu,2256,8889,7158
2024/6/15,Jiangsu,5391,4278,7611
2024/6/16,Jiangsu,7296,2508,5277
2024/6/17,Jiangsu,4765,3173,8927
2024/6/18,Jiangsu,5151,3187,4233
2024/6/19,Jiangsu,4035,6051,3014
2024/6/20,Jiangsu,5439,5498,2728
2024/6/21,Jiangsu,1146,5803,3137
2024/6/22,Jiangsu,2840,5856,4809
2024/6/23,Jiangsu,1863,4059,2623
2024/6/24,Jiangsu,2565,5332,5450
2024/6/25,Jiangsu,1460,6848,3676
2024/6/26,Jiangsu,2904,8521,3654
2024/6/27,Jiangsu,7396,9609,5952
2024/6/28,Jiangsu,2716,9184,3441
2024/6/29,Jiangsu,3074,6819,3363
2024/1/1,Sichuan,6364,2110,1749
2024/1/2,Sichuan,3460,5606,5562
2024/1/3,Sichuan,1178,2551,4010
2024/1/4,Sichuan,1124,8516,3395
2024/1/5,Sichuan,6946,8169,8221
2024/1/6,Sichuan,1709,6140,3024
2024/1/7,Sichuan,2516,3703,4013
2024/1/8,Sichuan,7693,5489,4271
2024/1/9,Sichuan,5711,6132,2944
2024/1/10,Sichuan,2637,6286,6024
2024/1/11,Sichuan,1309,9026,7161
2024/1/12,Sichuan,5532,4142,8262
2024/1/13,Sichuan,3362,7543,2544
2024/1/14,Sichuan,6212,6841,6812
2024/1/15,Sichuan,2993,5871,6357
2024/1/16,Sichuan,7441,9836,7804
2024/1/17,Sichuan,5356,3821,7978
2024/1/18,Sichuan,1228,3720,3680
2024/1/19,Sichuan,2599,4888,5291
2024/1/20,Sichuan,2584,2428,8719
2024/1/21,Sichuan,1591,9591,8906
2024/1/22,Sichuan,7013,9062,6149
2024/1/23,Sichuan,4121,8182,7847
2024/1/24,Sichuan,1839,2579,6439
2024/1/25,Sichuan,3226,8789,7922
2024/1/26,Sichuan,1599,9097,2169
2024/1/27,Sichuan,7549,8065,5858
2024/1/28,Sichuan,3307,2479,7387
2024/1/29,Sichuan,1810,5283,5795
2024/1/30,Sichuan,6935,9346,6097
2024/1/31,Sichuan,5753,8864,8694
2024/2/1,Sichuan,2296,9388,2512
2024/2/2,Sichuan,6140,7462,1920
2024/2/3,Sichuan,3625,4495,1892
2024/2/4,Sichuan,2894,8629,6820
2024/2/5,Sichuan,1312,9079,6303
2024/2/6,Sichuan,4786,4063,2784
2024/2/7,Sichuan,7126,5049,4736
2024/2/8,Sichuan,7996,6051,7264
2024/2/9,Sichuan,7444,4461,7299
2024/2/10,Sichuan,4123,7757,6056
2024/2/11,Sichuan,6345,4831,5648
2024/2/12,Sichuan,7249,7229,7359
2024/2/13,Sichuan,7548,7690,8732
2024/2/14,Sichuan,1964,7978,2422
2024/2/15,Sichuan,2790,3115,5970
2024/2/16,Sichuan,7132,6255,7285
2024/2/17,Sichuan,5223,3512,1583
2024/2/18,Sichuan,1167,4904,5187
2024/2/19,Sichuan,2594,6305,4059
2024/2/20,Sichuan,7256,8159,3472
2024/2/21,Sichuan,7736,7531,8360
2024/2/22,Sichuan,1516,3253,5902
2024/2/23,Sichuan,4709,2417,5473
2024/2/24,Sichuan,2646,3578,4176
2024/2/25,Sichuan,1154,2982,5757
2024/2/26,Sichuan,1070,2662,3660
2024/2/27,Sichuan,2160,2076,6365
2024/2/28,Sichuan,1184,6008,2044
2024/3/1,Sichuan,5701,9861,7403
2024/3/2,Sichuan,1504,4697,4750
2024/3/3,Sichuan,2780,5045,2691
2024/3/4,Sichuan,2415,5328,3841
2024/3/5,Sichuan,3968,7703,8676
2024/3/6,Sichuan,7169,4026,6805
2024/3/7,Sichuan,2911,2232,3933
2024/3/8,Sichuan,3981,6915,4872
2024/3/9,Sichuan,4268,5274,8318
2024/3/10,Sichuan,7133,2367,5527
2024/3/11,Sichuan,2759,3080,8195
2024/3/12,Sichuan,1487,9423,4301
2024/3/13,Sichuan,1900,5604,7291
2024/3/14,Sichuan,1222,7383,8419
2024/3/15,Sichuan,3929,3192,4851
2024/3/16,Sichuan,1373,7863,4645
2024/3/17,Sichuan,7584,4980,6642
2024/3/18,Sichuan,5351,5269,8302
2024/3/19,Sichuan,7778,2834,2392
2024/3/20,Sichuan,7760,4589,4489
2024/3/21,Sichuan,7377,6279,3128
2024/3/22,Sichuan,2359,8623,6287
2024/3/23,Sichuan,1105,8956,6591
2024/3/24,Sichuan,5865,3111,6119
2024/3/25,Sichuan,1246,6644,5088
2024/3/26,Sichuan,5937,3140,5125
2024/3/27,Sichuan,7939,8690,5006
2024/3/28,Sichuan,3297,4755,5659
2024/3/29,Sichuan,1861,7726,3712
2024/3/30,Sichuan,3459,3944,4914
2024/3/31,Sichuan,1266,6291,7536
2024/4/1,Sichuan,1249,6393,7607
2024/4/2,Sichuan,7275,2061,2377
2024/4/3,Sichuan,2479,5426,6387
2024/4/4,Sichuan,3144,9723,3213
2024/4/5,Sichuan,3025,4263,2268
2024/4/6,Sichuan,3398,2304,2924
2024/4/7,Sichuan,7576,5422,3773
2024/4/8,Sichuan,4489,2150,5200
2024/4/9,Sichuan,5363,8769,5324
2024/4/10,Sichuan,4353,5458,4423
2024/4/11,Sichuan,2027,4874,3876
2024/4/12,Sichuan,2530,8590,7112
2024/4/13,Sichuan,6418,7381,4956
2024/4/14,Sichuan,5679,7448,6999
2024/4/15,Sichuan,4298,3886,7845
2024/4/16,Sichuan,3725,4483,5976
2024/4/17,Sichuan,4560,4264,1771
2024/4/18,Sichuan,6936,6296,6385
2024/4/19,Sichuan,3323,3452,3450
2024/4/20,Sichuan,6674,7154,7255
2024/4/21,Sichuan,1990,9359,3410
2024/4/22,Sichuan,2494,8872,8821
2024/4/23,Sichuan,7766,2883,1555
2024/4/24,Sichuan,4949,2498,6074
2024/4/25,Sichuan,2243,3735,6555
2024/4/26,Sichuan,1414,8019,2411
2024/4/27,Sichuan,7358,7596,2306
2024/4/28,Sichuan,6273,5528,6082
2024/4/29,Sichuan,7857,2692,5911
2024/4/30,Sichuan,7986,8728,1820
2024/5/1,Sichuan,3776,7683,2852
2024/5/2,Sichuan,5231,8621,2222
2024/5/3,Sichuan,4931,2412,7878
2024/5/4,Sichuan,2556,9025,4754
2024/5/5,Sichuan,6393,4937,3041
2024/5/6,Sichuan,6292,6099,2707
2024/5/7,Sichuan,4338,9526,1898
2024/5/8,Sichuan,4875,8682,7960
2024/5/9,Sichuan,7094,7601,2086
2024/5/10,Sichuan,3014,3953,6742
2024/5/11,Sichuan,5395,2971,2375
2024/5/12,Sichuan,5410,7395,6899
2024/5/13,Sichuan,5940,3840,6216
2024/5/14,Sichuan,6771,5987,8341
2024/5/15,Sichuan,5269,5025,6184
2024/5/16,Sichuan,2550,6335,7631
2024/5/17,Sichuan,1198,2037,2011
2024/5/18,Sichuan,6104,9300,3702
2024/5/19,Sichuan,6107,5494,7775
2024/5/20,Sichuan,6461,6897,4869
2024/5/21,Sichuan,4248,2308,5933
2024/5/22,Sichuan,7138,2989,6759
2024/5/23,Sichuan,4000,2227,3760
2024/5/24,Sichuan,5268,3454,7340
2024/5/25,Sichuan,6812,3960,3552
2024/5/26,Sichuan,5080,4354,5745
2024/5/27,Sichuan,6729,7687,6672
2024/5/28,Sichuan,1552,3255,7424
2024/5/29,Sichuan,2596,9476,2630
2024/5/30,Sichuan,2577,2256,6080
2024/5/31,Sichuan,1811,8592,5220
2024/6/1,Sichuan,6656,4405,3450
2024/6/2,Sichuan,5135,8320,3353
2024/6/3,Sichuan,7445,2309,3181
2024/6/4,Sichuan,4230,6775,7312
2024/6/5,Sichuan,2430,4995,8761
2024/6/6,Sichuan,4148,8580,4351
2024/6/7,Sichuan,5325,5867,2963
2024/6/8,Sichuan,3588,2048,4140
2024/6/9,Sichuan,6638,4781,7101
2024/6/10,Sichuan,3917,7954,6457
2024/6/11,Sichuan,5740,4387,5163
2024/6/12,Sichuan,1976,5479,5564
2024/6/13,Sichuan,7243,5314,2630
2024/6/14,Sichuan,7153,8603,1918
2024/6/15,Sichuan,3499,7486,6596
2024/6/16,Sichuan,3975,2582,2552
2024/6/17,Sichuan,3569,2861,5602
2024/6/18,Sichuan,1922,2544,4122
2024/6/19,Sichuan,5885,6079,5601
