Date,Region,Air Shipment Cost,Sea Shipment Cost,Rail Shipment Cost
2024/12/7,Shenzhen,6109,4290,3741
2024/12/8,Shenzhen,4418,6965,3763
2024/12/9,Shenzhen,1133,6898,4453
2024/12/10,Shenzhen,1488,7626,8415
2024/12/11,Shenzhen,6805,3161,2890
2024/12/12,Shenzhen,3864,7321,7409
2024/12/13,Shenzhen,1293,4474,3722
2024/12/14,Shenzhen,2699,7614,3452
2024/12/15,Shenzhen,3101,2016,2981
2024/12/16,Shenzhen,3834,2975,5412
2024/12/17,Shenzhen,3981,7773,4085
2024/12/18,Shenzhen,6856,9187,4548
2024/12/19,Shenzhen,2320,4600,3416
2024/12/20,Shenzhen,4506,4270,8783
2024/12/21,Shenzhen,6040,9389,2438
2024/12/22,Shenzhen,5983,2477,8661
2024/12/23,Shenzhen,4374,9274,8572
2024/12/24,Shenzhen,7130,2016,2372
2024/12/25,Shenzhen,3804,4487,4157
2024/12/26,Shenzhen,2314,5145,4773
2024/12/27,Shenzhen,5313,8280,1608
2024/12/28,Shenzhen,5972,4444,6438
2024/12/29,Shenzhen,4015,5330,1658
2024/12/30,Shenzhen,5366,2352,7383
2025/1/1,Shenzhen,6249,9587,4563
2025/1/2,Shenzhen,5933,6809,4515
2025/1/3,Shenzhen,1286,4973,2402
2025/1/4,Shenzhen,5589,7438,6915
2025/1/5,Shenzhen,1697,7026,3519
2025/1/6,Shenzhen,3498,6085,3086
2025/1/7,Shenzhen,1526,3237,2302
2025/1/8,Shenzhen,1623,7027,7168
2025/1/9,Shenzhen,3756,5785,3916
2025/1/10,Shenzhen,2226,9980,3886
2025/1/11,Shenzhen,6300,4888,5476
2025/1/12,Shenzhen,5683,6257,7842
2025/1/13,Shenzhen,4271,3261,5132
2025/1/14,Shenzhen,3950,7267,3416
2025/1/15,Shenzhen,1639,5325,1937
2025/1/16,Shenzhen,2694,4012,7659
2025/1/17,Shenzhen,7668,9132,2714
2025/1/18,Shenzhen,4142,9343,5574
2025/1/19,Shenzhen,2645,7893,8366
2025/1/20,Shenzhen,2011,6092,3632
2025/1/21,Shenzhen,1258,6262,7215
2025/1/22,Shenzhen,3452,5198,8841
2025/1/23,Shenzhen,3310,4337,2116
2025/1/24,Shenzhen,7339,3969,6006
2025/1/25,Shenzhen,3369,4738,1656
2025/1/26,Shenzhen,1630,5644,7263
2025/1/27,Shenzhen,4285,9195,8415
2025/1/28,Shenzhen,3956,2118,2602
2025/1/29,Shenzhen,6239,6886,2662
2025/1/30,Shenzhen,1983,9950,8034
2025/1/31,Shenzhen,7254,2662,8429
2025/2/1,Shenzhen,2357,2525,6891
2025/2/2,Shenzhen,4993,4166,3903
2025/2/3,Shenzhen,2591,2596,6584
2025/2/4,Shenzhen,6196,5037,7573
2025/2/5,Shenzhen,7042,7950,4615
2025/2/6,Shenzhen,7876,6436,5163
2025/2/7,Shenzhen,4787,3035,4810
2025/2/8,Shenzhen,4644,4934,4273
2025/2/9,Shenzhen,3498,7690,7536
2025/2/10,Shenzhen,5322,9574,7436
2025/2/11,Shenzhen,1992,9078,6029
2025/2/12,Shenzhen,4979,9784,6212
2025/2/13,Shenzhen,7806,9255,7362
2025/2/14,Shenzhen,7763,7771,1527
2025/2/15,Shenzhen,6990,7217,3587
2025/2/16,Shenzhen,2825,8371,2057
2025/2/17,Shenzhen,4483,2241,4478
2025/2/18,Shenzhen,4632,3049,2276
2025/2/19,Shenzhen,4240,6023,4565
2025/2/20,Shenzhen,5639,2258,1703
2025/2/21,Shenzhen,6836,2329,8644
2025/2/22,Shenzhen,6983,6970,1975
2025/2/23,Shenzhen,3964,8179,6174
2025/2/24,Shenzhen,1530,4904,5491
2025/2/25,Shenzhen,3045,7711,3905
2025/2/26,Shenzhen,7131,2252,8953
2025/2/27,Shenzhen,2213,7662,7370
2025/2/28,Shenzhen,5631,9673,2955
2025/2/29,Shenzhen,6349,6589,2573
2024/9/1,Zhejiang,5130,5473,6917
2024/9/2,Zhejiang,5963,9930,8382
2024/9/3,Zhejiang,6019,4576,6762
2024/9/4,Zhejiang,3691,5078,6296
2024/9/5,Zhejiang,2656,9875,8737
2024/9/6,Zhejiang,1220,3385,6239
2024/9/7,Zhejiang,1035,8970,8390
2024/9/8,Zhejiang,6641,6984,4634
2024/9/9,Zhejiang,3315,6309,2516
2024/9/10,Zhejiang,7484,4796,3173
2024/9/11,Zhejiang,6992,8605,3903
2024/9/12,Zhejiang,7279,8959,8842
2024/9/13,Zhejiang,7480,3330,2759
2024/9/14,Zhejiang,1241,4104,2826
2024/9/15,Zhejiang,3202,9387,6193
2024/9/16,Zhejiang,3343,4288,8678
2024/9/17,Zhejiang,5437,2473,4418
2024/9/18,Zhejiang,2887,6259,7475
2024/9/19,Zhejiang,4769,7375,4514
2024/9/20,Zhejiang,7117,4685,3271
2024/9/21,Zhejiang,2472,4945,8852
2024/9/22,Zhejiang,3687,3316,3036
2024/9/23,Zhejiang,2953,5144,8019
2024/9/24,Zhejiang,2508,5792,7866
2024/9/25,Zhejiang,4477,5265,5171
2024/9/26,Zhejiang,2551,9445,2737
2024/9/27,Zhejiang,2451,4428,8030
2024/9/28,Zhejiang,5992,9114,7083
2024/9/29,Zhejiang,5076,8006,2665
2024/9/30,Zhejiang,1381,2063,7376
2024/9/31,Zhejiang,6312,2324,6625
2024/10/1,Zhejiang,3825,6927,7287
2024/10/2,Zhejiang,2172,2787,7296
2024/10/3,Zhejiang,6372,6629,5970
2024/10/4,Zhejiang,2330,5577,3773
2024/10/5,Zhejiang,2667,5788,3218
2024/10/6,Zhejiang,2977,4151,2811
2024/10/7,Zhejiang,3017,2153,4696
2024/10/8,Zhejiang,7924,2507,2961
2024/10/9,Zhejiang,5446,4414,8804
2024/10/10,Zhejiang,7704,6019,4820
2024/10/11,Zhejiang,4053,2257,5001
2024/10/12,Zhejiang,2428,5062,1735
2024/10/13,Zhejiang,3611,3065,4476
2024/10/14,Zhejiang,6608,2800,3342
2024/10/15,Zhejiang,2576,7311,3258
2024/10/16,Zhejiang,4618,3725,7011
2024/10/17,Zhejiang,6327,6673,8002
2024/10/18,Zhejiang,5715,4124,7675
2024/10/19,Zhejiang,3424,4546,8162
2024/10/20,Zhejiang,2490,2763,1719
2024/10/21,Zhejiang,5926,7157,3944
2024/10/22,Zhejiang,5566,2619,8641
2024/10/23,Zhejiang,7658,8965,4914
2024/10/24,Zhejiang,4051,3918,2663
2024/10/25,Zhejiang,3739,5449,2463
2024/10/26,Zhejiang,2994,4836,8426
2024/10/27,Zhejiang,4395,7375,8359
2024/10/28,Zhejiang,6772,6092,4395
2024/11/1,Zhejiang,2110,6931,2725
2024/11/2,Zhejiang,2839,4640,7715
2024/11/3,Zhejiang,2003,8711,6659
2024/11/4,Zhejiang,4030,4162,8353
2024/11/5,Zhejiang,2385,6162,5140
2024/11/6,Zhejiang,1146,2120,6532
2024/11/7,Zhejiang,3267,3070,3926
2024/11/8,Zhejiang,3464,3363,8692
2024/11/9,Zhejiang,1350,2099,6164
2024/11/10,Zhejiang,6725,5239,3648
2024/11/11,Zhejiang,6043,7816,5181
2024/11/12,Zhejiang,6609,8428,8474
2024/11/13,Zhejiang,1697,7668,5568
2024/11/14,Zhejiang,6745,2585,3247
2024/11/15,Zhejiang,2870,3776,6892
2024/11/16,Zhejiang,6829,4275,3116
2024/11/17,Zhejiang,7346,2054,6276
2024/11/18,Zhejiang,4908,4078,3777
2024/11/19,Zhejiang,4944,3736,4132
2024/11/20,Zhejiang,2629,8917,8896
2024/11/21,Zhejiang,7129,5646,3382
2024/11/22,Zhejiang,4317,2670,2694
2024/11/23,Zhejiang,5200,4423,3512
2024/11/24,Zhejiang,6662,4111,1663
2024/11/25,Zhejiang,5787,5722,2235
2024/11/26,Zhejiang,6816,9291,1832
2024/11/27,Zhejiang,6335,9572,5211
2024/11/28,Zhejiang,7768,7783,4715
2024/11/29,Zhejiang,6647,8057,8842
2024/11/30,Zhejiang,6854,8646,5945
2024/11/31,Zhejiang,5776,5200,7648
2024/12/1,Zhejiang,1137,2046,8797
2024/12/2,Zhejiang,4122,5823,1770
2024/12/3,Zhejiang,5114,2226,8177
2024/12/4,Zhejiang,2824,9987,5166
2024/12/5,Zhejiang,1501,3132,2772
2024/12/6,Zhejiang,2324,6549,2410
2024/12/7,Zhejiang,7216,8411,4744
2024/12/8,Zhejiang,2498,5973,1772
2024/12/9,Zhejiang,2861,8806,8659
2024/12/10,Zhejiang,1393,8554,4269
2024/12/11,Zhejiang,1796,7449,4701
2024/12/12,Zhejiang,6767,4807,4549
2024/12/13,Zhejiang,1411,7764,3138
2024/12/14,Zhejiang,2288,7957,6899
2024/12/15,Zhejiang,5384,3450,5967
2024/12/16,Zhejiang,4724,8833,3028
2024/12/17,Zhejiang,4070,5987,4811
2024/12/18,Zhejiang,1073,5767,3073
2024/12/19,Zhejiang,3602,8482,4834
2024/12/20,Zhejiang,4623,5669,4882
2024/12/21,Zhejiang,2895,9639,2174
2024/12/22,Zhejiang,7659,2544,3177
2024/12/23,Zhejiang,3234,8128,1901
2024/12/24,Zhejiang,5735,3635,2148
2024/12/25,Zhejiang,6652,2531,2959
2024/12/26,Zhejiang,1517,7067,2368
2024/12/27,Zhejiang,7081,2265,2753
2024/12/28,Zhejiang,6576,7009,8024
2024/12/29,Zhejiang,2640,9951,3579
2024/12/30,Zhejiang,2470,3448,8709
2025/1/1,Zhejiang,6303,4108,3339
2025/1/2,Zhejiang,6258,7185,3791
2025/1/3,Zhejiang,5603,8737,4081
2025/1/4,Zhejiang,3635,7650,1943
2025/1/5,Zhejiang,1382,2215,1563
2025/1/6,Zhejiang,2484,2305,8109
2025/1/7,Zhejiang,4543,8454,4253
2025/1/8,Zhejiang,2433,7887,6386
2025/1/9,Zhejiang,6099,9829,4384
2025/1/10,Zhejiang,3921,2147,7088
2025/1/11,Zhejiang,6017,7413,6495
2025/1/12,Zhejiang,5880,6392,6859
2025/1/13,Zhejiang,1870,5457,5463
2025/1/14,Zhejiang,5368,2957,6847
2025/1/15,Zhejiang,4643,2364,3151
2025/1/16,Zhejiang,5940,9828,7247
2025/1/17,Zhejiang,1905,4247,2203
2025/1/18,Zhejiang,7561,7636,1508
2025/1/19,Zhejiang,7444,8196,6877
2025/1/20,Zhejiang,1532,4525,2525
2025/1/21,Zhejiang,7581,2478,3857
2025/1/22,Zhejiang,1978,6623,5369
2025/1/23,Zhejiang,7461,5433,2200
2025/1/24,Zhejiang,7524,4489,6777
2025/1/25,Zhejiang,4482,2869,3628
2025/1/26,Zhejiang,3217,8234,2967
2025/1/27,Zhejiang,3564,7268,6470
2025/1/28,Zhejiang,7853,2259,1717
2025/1/29,Zhejiang,7415,9429,6427
2025/1/30,Zhejiang,6800,2578,6244
2025/1/31,Zhejiang,5235,9236,5872
2025/2/1,Zhejiang,1128,9292,8905
2025/2/2,Zhejiang,2939,3757,1539
2025/2/3,Zhejiang,3112,4976,7789
2025/2/4,Zhejiang,1746,3171,3725
2025/2/5,Zhejiang,5452,3451,7868
2025/2/6,Zhejiang,6672,3692,5189
2025/2/7,Zhejiang,3313,6292,2511
2025/2/8,Zhejiang,1343,8606,7438
2025/2/9,Zhejiang,1857,8035,2636
2025/2/10,Zhejiang,7759,6480,7297
2025/2/11,Zhejiang,1267,8410,6468
2025/2/12,Zhejiang,1739,2153,3182
2025/2/13,Zhejiang,1685,7449,2494
2025/2/14,Zhejiang,5026,3019,8778
2025/2/15,Zhejiang,1870,6378,2709
2025/2/16,Zhejiang,2221,5717,1517
2025/2/17,Zhejiang,3877,9464,4999
2025/2/18,Zhejiang,3961,6578,8156
2025/2/19,Zhejiang,3972,2304,7095
2025/2/20,Zhejiang,4631,6465,6059
2025/2/21,Zhejiang,5684,8961,7744
2025/2/22,Zhejiang,6390,6319,2869
2025/2/23,Zhejiang,4170,8105,7360
2025/2/24,Zhejiang,5172,6016,4195
2025/2/25,Zhejiang,2682,5591,7753
2025/2/26,Zhejiang,6908,3199,6462
2025/2/27,Zhejiang,1031,7387,6133
2025/2/28,Zhejiang,7897,4839,7411
2025/2/29,Zhejiang,4255,5242,5507
2024/9/1,Jiangsu,4612,3257,6011
2024/9/2,Jiangsu,6685,4860,5320
2024/9/3,Jiangsu,5195,8467,1517
2024/9/4,Jiangsu,3060,9681,7014
2024/9/5,Jiangsu,5818,3124,5403
2024/9/6,Jiangsu,3134,2414,6726
2024/9/7,Jiangsu,5772,2947,5459
2024/9/8,Jiangsu,6389,8005,8682
2024/9/9,Jiangsu,2803,6767,5720
2024/9/10,Jiangsu,2529,4565,6915
2024/9/11,Jiangsu,3504,3494,3607
2024/9/12,Jiangsu,6392,8648,6603
2024/9/13,Jiangsu,3717,9783,5336
2024/9/14,Jiangsu,3866,4395,3013
2024/9/15,Jiangsu,7540,6717,8781
2024/9/16,Jiangsu,7232,6593,6941
2024/9/17,Jiangsu,5594,3306,7934
2024/9/18,Jiangsu,2763,3118,1676
2024/9/19,Jiangsu,3269,3667,8453
2024/9/20,Jiangsu,4459,7077,6741
2024/9/21,Jiangsu,6603,4287,1949
2024/9/22,Jiangsu,3451,4933,4167
2024/9/23,Jiangsu,4840,6721,7979
2024/9/24,Jiangsu,1969,2790,5310
2024/9/25,Jiangsu,1042,8369,2771
2024/9/26,Jiangsu,6934,4863,2013
2024/9/27,Jiangsu,6103,2471,7923
2024/9/28,Jiangsu,7633,5522,8213
2024/9/29,Jiangsu,1269,8463,3998
2024/9/30,Jiangsu,6785,7958,8222
2024/9/31,Jiangsu,1869,4250,5228
2024/10/1,Jiangsu,2644,5207,2984
2024/10/2,Jiangsu,1215,6212,1664
2024/10/3,Jiangsu,3016,9249,2972
2024/10/4,Jiangsu,7354,5140,3378
2024/10/5,Jiangsu,6614,5402,3384
2024/10/6,Jiangsu,7455,2738,1886
2024/10/7,Jiangsu,3676,7104,7492
2024/10/8,Jiangsu,3903,4302,8645
2024/10/9,Jiangsu,2466,9344,3388
2024/10/10,Jiangsu,6821,3674,3993
2024/10/11,Jiangsu,6491,9348,5424
2024/10/12,Jiangsu,5318,3456,5081
2024/10/13,Jiangsu,7424,8717,8489
2024/10/14,Jiangsu,5135,7405,2846
2024/10/15,Jiangsu,4487,9329,4670
2024/10/16,Jiangsu,2159,4980,6281
2024/10/17,Jiangsu,1080,7233,3087
2024/10/18,Jiangsu,4587,9242,4097
2024/10/19,Jiangsu,2230,9162,5144
2024/10/20,Jiangsu,2313,4730,6131
2024/10/21,Jiangsu,4363,9377,6787
2024/10/22,Jiangsu,6777,3395,2569
2024/10/23,Jiangsu,6223,6577,7965
2024/10/24,Jiangsu,1613,9750,5217
2024/10/25,Jiangsu,4396,5974,3102
2024/10/26,Jiangsu,4853,9798,6136
2024/10/27,Jiangsu,3259,8591,8103
2024/10/28,Jiangsu,6260,8391,5935
2024/11/1,Jiangsu,5415,6862,4768
2024/11/2,Jiangsu,6963,8979,7664
2024/11/3,Jiangsu,6974,2095,1983
2024/11/4,Jiangsu,3020,2517,5744
2024/11/5,Jiangsu,4761,4973,7550
2024/11/6,Jiangsu,4458,7814,1625
2024/11/7,Jiangsu,3885,7074,4681
2024/11/8,Jiangsu,2468,8892,2795
2024/11/9,Jiangsu,4805,9221,4115
2024/11/10,Jiangsu,3915,5619,7987
2024/11/11,Jiangsu,2838,6157,6571
2024/11/12,Jiangsu,5620,5066,6085
2024/11/13,Jiangsu,5440,3038,6252
2024/11/14,Jiangsu,3330,3368,7628
2024/11/15,Jiangsu,2278,6973,1611
2024/11/16,Jiangsu,3759,8573,2136
2024/11/17,Jiangsu,5354,7924,5475
2024/11/18,Jiangsu,3413,5331,5149
2024/11/19,Jiangsu,7350,4328,8742
2024/11/20,Jiangsu,2150,2838,5866
2024/11/21,Jiangsu,7497,5775,8436
2024/11/22,Jiangsu,1812,9426,2963
2024/11/23,Jiangsu,6051,9563,7557
2024/11/24,Jiangsu,4684,3576,7081
2024/11/25,Jiangsu,1110,3520,7658
2024/11/26,Jiangsu,2500,7732,5762
2024/11/27,Jiangsu,6702,2863,6748
2024/11/28,Jiangsu,4605,5328,1959
2024/11/29,Jiangsu,2069,6176,6532
2024/11/30,Jiangsu,5471,8577,6356
2024/11/31,Jiangsu,2524,9135,8428
2024/12/1,Jiangsu,2690,7259,1960
2024/12/2,Jiangsu,6212,9910,6972
2024/12/3,Jiangsu,5713,6756,1724
2024/12/4,Jiangsu,5074,9289,2416
2024/12/5,Jiangsu,1451,2940,8232
2024/12/6,Jiangsu,3507,8952,4212
2024/12/7,Jiangsu,5253,6144,4476
2024/12/8,Jiangsu,4412,6722,3100
2024/12/9,Jiangsu,2119,9447,4471
2024/12/10,Jiangsu,7760,3924,6239
2024/12/11,Jiangsu,6665,5601,6887
2024/12/12,Jiangsu,4367,2300,7888
2024/12/13,Jiangsu,4892,7480,2381
2024/12/14,Jiangsu,4332,9676,5822
2024/12/15,Jiangsu,3296,9658,2882
2024/12/16,Jiangsu,6976,8519,2795
2024/12/17,Jiangsu,6735,2074,6094
2024/12/18,Jiangsu,2936,7946,2657
2024/12/19,Jiangsu,3390,8175,4893
2024/12/20,Jiangsu,7878,6272,8139
2024/12/21,Jiangsu,7344,5830,4438
2024/12/22,Jiangsu,5362,6862,4979
2024/12/23,Jiangsu,2484,9871,5266
2024/12/24,Jiangsu,2312,8007,8781
2024/12/25,Jiangsu,2178,2235,1866
2024/12/26,Jiangsu,6005,7395,6002
2024/12/27,Jiangsu,3244,2200,5731
2024/12/28,Jiangsu,4949,2620,6069
2024/12/29,Jiangsu,4294,9610,3388
2024/12/30,Jiangsu,5949,8090,2766
2025/1/1,Jiangsu,5739,3991,3671
2025/1/2,Jiangsu,7802,8802,7896
2025/1/3,Jiangsu,4908,4004,4549
2025/1/4,Jiangsu,4403,9735,6321
2025/1/5,Jiangsu,7150,9338,5762
2025/1/6,Jiangsu,7305,8265,6030
2025/1/7,Jiangsu,6060,6289,5289
2025/1/8,Jiangsu,7366,4526,2924
2025/1/9,Jiangsu,4656,3765,8130
2025/1/10,Jiangsu,3698,8895,5896
2025/1/11,Jiangsu,3600,5874,2840
2025/1/12,Jiangsu,1805,7989,8523
2025/1/13,Jiangsu,1665,5219,2317
2025/1/14,Jiangsu,6204,9732,8755
2025/1/15,Jiangsu,5655,8938,2822
2025/1/16,Jiangsu,5621,2118,5721
2025/1/17,Jiangsu,2386,9357,7393
2025/1/18,Jiangsu,3120,9364,6431
2025/1/19,Jiangsu,2833,8240,2865
2025/1/20,Jiangsu,1906,2768,2230
2025/1/21,Jiangsu,4409,9832,4186
2025/1/22,Jiangsu,1891,6197,6107
2025/1/23,Jiangsu,5591,6107,3303
2025/1/24,Jiangsu,5932,6890,7688
2025/1/25,Jiangsu,1011,6184,8825
2025/1/26,Jiangsu,4524,8754,8081
2025/1/27,Jiangsu,6944,6762,7043
2025/1/28,Jiangsu,7468,5931,4006
2025/1/29,Jiangsu,3501,2424,2514
2025/1/30,Jiangsu,4400,5641,4808
2025/1/31,Jiangsu,7590,3800,3560
2025/2/1,Jiangsu,4128,9191,3133
2025/2/2,Jiangsu,6923,8789,8735
2025/2/3,Jiangsu,3580,6224,1855
2025/2/4,Jiangsu,3456,4937,2793
2025/2/5,Jiangsu,6213,9165,4018
2025/2/6,Jiangsu,6566,4774,8731
2025/2/7,Jiangsu,5782,4720,3816
2025/2/8,Jiangsu,7268,3763,1940
2025/2/9,Jiangsu,5560,5331,2378
2025/2/10,Jiangsu,1376,2964,2504
2025/2/11,Jiangsu,4777,6891,5574
2025/2/12,Jiangsu,5639,4035,8567
2025/2/13,Jiangsu,7459,4119,7586
2025/2/14,Jiangsu,4806,4144,6893
2025/2/15,Jiangsu,6476,2751,6721
2025/2/16,Jiangsu,1541,9776,3945
2025/2/17,Jiangsu,6425,9938,3443
2025/2/18,Jiangsu,4471,8669,7198
2025/2/19,Jiangsu,4111,8884,4262
2025/2/20,Jiangsu,5628,9834,4264
2025/2/21,Jiangsu,6158,5354,1879
2025/2/22,Jiangsu,5602,2410,6491
2025/2/23,Jiangsu,5187,7356,5209
2025/2/24,Jiangsu,3359,3814,6327
2025/2/25,Jiangsu,4802,3842,6106
2025/2/26,Jiangsu,4582,5823,6882
2025/2/27,Jiangsu,1020,3242,6920
2025/2/28,Jiangsu,4493,6831,2427
2025/2/29,Jiangsu,2813,6964,8233
2024/9/1,Sichuan,5141,8894,8293
2024/9/2,Sichuan,1970,2181,3444
2024/9/3,Sichuan,6600,6370,6462
2024/9/4,Sichuan,4134,6922,3805
2024/9/5,Sichuan,1181,4749,2993
2024/9/6,Sichuan,2390,2125,4968
2024/9/7,Sichuan,7960,6978,2272
2024/9/8,Sichuan,4944,8640,8381
2024/9/9,Sichuan,6050,7045,7386
2024/9/10,Sichuan,4468,9855,7938
2024/9/11,Sichuan,5913,4688,7313
2024/9/12,Sichuan,5981,9522,8410
2024/9/13,Sichuan,2135,3051,2756
2024/9/14,Sichuan,2116,5672,5788
2024/9/15,Sichuan,2846,9342,7303
2024/9/16,Sichuan,4648,4895,1967
2024/9/17,Sichuan,6673,4978,7948
2024/9/18,Sichuan,1486,4881,6126
2024/9/19,Sichuan,2385,5118,1843
2024/9/20,Sichuan,5071,7031,1502
2024/9/21,Sichuan,4802,9100,1840
2024/9/22,Sichuan,2968,5182,7825
2024/9/23,Sichuan,2618,3204,3593
2024/9/24,Sichuan,5909,9464,3592
2024/9/25,Sichuan,6119,2853,3219
2024/9/26,Sichuan,4875,5794,4441
2024/9/27,Sichuan,2968,2037,3231
2024/9/28,Sichuan,2603,7075,3182
2024/9/29,Sichuan,5849,6850,2518
2024/9/30,Sichuan,3077,6618,3050
2024/9/31,Sichuan,6922,8365,4182
2024/10/1,Sichuan,5961,3919,8152
2024/10/2,Sichuan,7456,8772,7201
2024/10/3,Sichuan,1914,2205,8763
2024/10/4,Sichuan,7126,9914,2381
2024/10/5,Sichuan,4811,7493,3021
2024/10/6,Sichuan,7993,4104,8196
2024/10/7,Sichuan,4220,7267,5250
2024/10/8,Sichuan,5908,2658,6405
2024/10/9,Sichuan,2927,2121,3357
2024/10/10,Sichuan,6965,5826,7230
2024/10/11,Sichuan,3853,5597,8445
2024/10/12,Sichuan,4793,7847,3899
2024/10/13,Sichuan,2851,8252,6961
2024/10/14,Sichuan,7011,4779,3432
2024/10/15,Sichuan,7563,5235,8624
2024/10/16,Sichuan,6858,6767,3403
2024/10/17,Sichuan,2494,4189,7562
2024/10/18,Sichuan,3033,4213,1577
2024/10/19,Sichuan,4814,7009,2715
2024/10/20,Sichuan,4290,7609,7986
2024/10/21,Sichuan,3678,2348,5357
2024/10/22,Sichuan,6273,4091,5378
2024/10/23,Sichuan,7577,6794,8524
2024/10/24,Sichuan,4789,7835,4889
2024/10/25,Sichuan,3937,8824,7324
2024/10/26,Sichuan,4569,3810,2509
2024/10/27,Sichuan,1903,2463,4629
2024/10/28,Sichuan,1760,4785,7623
2024/11/1,Sichuan,3202,2727,4632
2024/11/2,Sichuan,6991,6847,3003
2024/11/3,Sichuan,7009,3759,2682
2024/11/4,Sichuan,7853,7808,1603
2024/11/5,Sichuan,3870,6235,2191
2024/11/6,Sichuan,3546,5772,7374
2024/11/7,Sichuan,4964,9039,4394
2024/11/8,Sichuan,6843,9192,6874
2024/11/9,Sichuan,1839,3062,6596
2024/11/10,Sichuan,1710,4800,6171
2024/11/11,Sichuan,7867,5605,3530
2024/11/12,Sichuan,4227,7270,7477
2024/11/13,Sichuan,6823,3347,7517
2024/11/14,Sichuan,5432,4312,7451
2024/11/15,Sichuan,5031,7787,6771
2024/11/16,Sichuan,6121,6820,8784
2024/11/17,Sichuan,4934,8728,3370
2024/11/18,Sichuan,4215,2806,7154
2024/11/19,Sichuan,6261,4104,3594
2024/11/20,Sichuan,4753,2629,3306
2024/11/21,Sichuan,6878,3017,4159
2024/11/22,Sichuan,5190,6540,7957
2024/11/23,Sichuan,7721,7420,7609
2024/11/24,Sichuan,7919,5152,8598
2024/11/25,Sichuan,5085,2368,8395
2024/11/26,Sichuan,2623,6099,6251
2024/11/27,Sichuan,4268,9452,6084
2024/11/28,Sichuan,1362,6013,6280
2024/11/29,Sichuan,1590,3594,8129
2024/11/30,Sichuan,1003,2841,8408
2024/11/31,Sichuan,6555,7271,3780
2024/12/1,Sichuan,4338,4515,5504
2024/12/2,Sichuan,7867,4682,2377
2024/12/3,Sichuan,6821,2051,8802
2024/12/4,Sichuan,3368,6091,4622
2024/12/5,Sichuan,7928,3194,7529
2024/12/6,Sichuan,1304,9893,1585
2024/12/7,Sichuan,5966,5503,5105
2024/12/8,Sichuan,1384,5865,6744
2024/12/9,Sichuan,4089,7420,6806
2024/12/10,Sichuan,2773,5751,6704
2024/12/11,Sichuan,1094,7015,1690
2024/12/12,Sichuan,5815,9074,6819
2024/12/13,Sichuan,6378,2688,7301
2024/12/14,Sichuan,2620,2423,1993
2024/12/15,Sichuan,7356,2590,8817
2024/12/16,Sichuan,3580,9799,3399
2024/12/17,Sichuan,4478,5361,3345
2024/12/18,Sichuan,7040,6913,2622
2024/12/19,Sichuan,2156,5192,6258
2024/12/20,Sichuan,7212,6649,2347
2024/12/21,Sichuan,6220,6166,4055
2024/12/22,Sichuan,3745,9103,8950
2024/12/23,Sichuan,2156,8221,2411
2024/12/24,Sichuan,7454,7197,8726
2024/12/25,Sichuan,7542,2511,5642
2024/12/26,Sichuan,2887,5569,2001
2024/12/27,Sichuan,1540,3747,8819
2024/12/28,Sichuan,4844,2673,5728
2024/12/29,Sichuan,2948,7715,5938
2024/12/30,Sichuan,2275,7662,7586
2025/1/1,Sichuan,6897,8447,2341
2025/1/2,Sichuan,1612,2129,7345
2025/1/3,Sichuan,1100,8695,7071
2025/1/4,Sichuan,4003,4468,7886
2025/1/5,Sichuan,4152,2929,5251
2025/1/6,Sichuan,2374,4447,5263
2025/1/7,Sichuan,7944,7409,7303
2025/1/8,Sichuan,7720,7853,3859
2025/1/9,Sichuan,1393,3396,8907
2025/1/10,Sichuan,4873,6761,8546
2025/1/11,Sichuan,6299,2827,8847
2025/1/12,Sichuan,6437,2958,3026
2025/1/13,Sichuan,1519,3021,4107
2025/1/14,Sichuan,4033,6295,4719
2025/1/15,Sichuan,3107,8626,8085
2025/1/16,Sichuan,3045,6729,8545
2025/1/17,Sichuan,7617,9940,3763
2025/1/18,Sichuan,6879,5268,2021
2025/1/19,Sichuan,2766,6447,3218
2025/1/20,Sichuan,2815,5295,7177
2025/1/21,Sichuan,2041,5213,6725
2025/1/22,Sichuan,2315,7042,1622
2025/1/23,Sichuan,1579,7378,5646
2025/1/24,Sichuan,2435,8179,4386
2025/1/25,Sichuan,2216,2253,2989
2025/1/26,Sichuan,1067,4939,3410
2025/1/27,Sichuan,1173,4644,4006
2025/1/28,Sichuan,3045,3152,3906
2025/1/29,Sichuan,1621,3561,1544
2025/1/30,Sichuan,3637,2496,6189
2025/1/31,Sichuan,4685,5069,2530
2025/2/1,Sichuan,2627,3003,8174
2025/2/2,Sichuan,7667,6976,2936
2025/2/3,Sichuan,5215,7260,7612
2025/2/4,Sichuan,7482,2604,7408
2025/2/5,Sichuan,2606,7778,2063
2025/2/6,Sichuan,1250,2414,6145
2025/2/7,Sichuan,4096,6360,7929
2025/2/8,Sichuan,2412,3246,4342
2025/2/9,Sichuan,7170,5086,5206
2025/2/10,Sichuan,2134,8061,1712
2025/2/11,Sichuan,7528,3490,7447
2025/2/12,Sichuan,4403,6510,5416
2025/2/13,Sichuan,1792,5192,7065
2025/2/14,Sichuan,6851,6245,1944
2025/2/15,Sichuan,3203,4161,6335
2025/2/16,Sichuan,3760,2612,8783
2025/2/17,Sichuan,2968,9519,2390
2025/2/18,Sichuan,5853,6307,1748
2025/2/19,Sichuan,4475,4087,5840
